lasttradetime,open,high,low,close,volume
2024-04-10 15:31:00,52.97991019636392,54.82977869361639,52.7295303106308,53.59959504753351,4953523.60316366
2024-04-10 15:32:00,53.092735427618024,54.860500410199165,52.75902195200324,53.743898168206215,4806041.708430648
2024-04-10 15:33:00,53.257701256871215,54.9264288932085,52.805051099509,53.87403164207936,4612930.261610448
2024-04-10 15:34:00,53.36947423815727,54.89319636523724,52.81583936437964,53.86935138255358,4492069.899460673
2024-04-10 15:35:00,53.47662787139415,54.852408073842525,52.86571894809604,53.865186595916754,4365838.726598024
2024-04-10 15:36:00,53.52214720845222,54.779988224804406,52.88453091159463,53.83055619001389,4244588.003137708
2024-04-10 15:37:00,53.52901760935783,54.68110424876213,52.88213906288147,53.77496126741171,4143399.959564209
2024-04-10 15:38:00,53.52154634147882,54.58124919235706,52.87150047197938,53.71944835186005,4046415.8822849393
2024-04-10 15:39:00,53.49945495426654,54.48239146173,52.83931763395667,53.65265946686268,3957132.7172756195
2024-04-10 15:40:00,53.465621747076504,54.37872790396214,52.79658718332648,53.57511594295502,3876657.9557731748
2024-04-10 15:41:00,53.414694607257836,54.277018171548846,52.75492499396205,53.5042677089572,3800009.8439097404
2024-04-10 15:42:00,53.34510541856288,54.17026931941509,52.695498558878896,53.433355040848255,3730218.981233239
2024-04-10 15:43:00,53.272069305181496,54.0678247153759,52.63805310279131,53.358359593153004,3665741.5327861905
2024-04-10 15:44:00,53.19934388399123,53.96848873496056,52.57964503765106,53.28108552098274,3605691.766472161
2024-04-10 15:45:00,53.11751459538936,53.87339867949486,52.51388240456581,53.20096463263035,3550253.938047588
2024-04-10 15:46:00,53.040222585201256,53.7796850502491,52.4397967249155,53.120099823176865,3498933.328959346
2024-04-10 15:47:00,52.96728612780571,53.68574979305267,52.36285843551159,53.03835636675358,3451217.936486006
2024-04-10 15:48:00,52.891154816746706,53.59020481705666,52.282715362310405,52.95341170653701,3406923.830987513
2024-04-10 15:49:00,52.81276952177286,53.48981318771839,52.20151283219457,52.866923556476834,3365622.169420123
2024-04-10 15:50:00,52.73076143860816,53.38768936097622,52.11572323516011,52.7763848438859,3326867.1506881714
2024-04-10 15:51:00,52.64502798020839,53.283891659975055,52.02513526678085,52.68077048063279,3290615.401312709
2024-04-10 15:52:00,52.553121712803836,53.17963903844357,51.9280966438353,52.58086832016707,3256796.480154991
2024-04-10 15:53:00,52.455063153803344,53.073234292864804,51.826124649494886,52.47781181707978,3225169.7133243084
2024-04-10 15:54:00,52.3511893749237,52.96642420142889,51.72111221924424,52.370578812062746,3195363.6542603374
2024-04-10 15:55:00,52.24825646579265,52.8579344034195,51.61917250752449,52.2603320479393,3166770.422025025
2024-04-10 15:56:00,52.14705288112163,52.746426382660864,51.517062578350306,52.148518363386394,3139572.9679092765
2024-04-10 15:57:00,52.04547412097453,52.631815570592885,51.41384036615491,52.03477165549994,3113561.9251951575
2024-04-10 15:58:00,51.94094671607017,52.516149109601976,51.30938261002302,51.91838607788086,3088723.923110962
2024-04-10 15:59:00,51.834086188673965,52.39862214028835,51.20327257066965,51.80072646215558,3064989.1727507114
