close,exchange,high,instrumentidentifier,tradedqty,lasttradetime,low,open,openinterest
21.05,NFO,21.15,NIFTY25MAY2318500CE,170600,2023-05-23 13:45:00+00,20.6,20.65,10444300
21,NFO,21.5,NIFTY25MAY2318500CE,212450,2023-05-23 13:46:00+00,21,21.05,10444300
112.5,NFO,112.7,NIFTY25MAY2318500PE,67900,2023-05-23 13:46:00+00,110.4,112.6,3673900
22.05,NFO,22.45,NIFTY25MAY2318500CE,473200,2023-05-23 13:47:00+00,20.85,20.95,10444300
107.35,NFO,112.95,NIFTY25MAY2318500PE,255050,2023-05-23 13:47:00+00,105.55,112.75,3673900
22.15,NFO,22.5,NIFTY25MAY2318500CE,346400,2023-05-23 13:48:00+00,21.85,22.15,10364800
107.85,NFO,108.85,NIFTY25MAY2318500PE,114700,2023-05-23 13:48:00+00,105.95,107,3667950
108,NFO,109,NIFTY25MAY2318500PE,99150,2023-05-23 13:49:00+00,106.4,108.35,3667950
22.05,NFO,22.45,NIFTY25MAY2318500CE,242050,2023-05-23 13:49:00+00,21.75,21.95,10364800
22.6,NFO,22.6,NIFTY25MAY2318500CE,223750,2023-05-23 13:50:00+00,21.85,22.15,10364800
106.2,NFO,108.6,NIFTY25MAY2318500PE,75050,2023-05-23 13:50:00+00,106.05,107.25,3667950
22.05,NFO,22.65,NIFTY25MAY2318500CE,197550,2023-05-23 13:51:00+00,21.85,22.55,10361900
107.75,NFO,108.15,NIFTY25MAY2318500PE,95550,2023-05-23 13:51:00+00,105.1,106,3678200
22.25,NFO,22.35,NIFTY25MAY2318500CE,112400,2023-05-23 13:52:00+00,21.8,22.2,10361900
107.45,NFO,108.45,NIFTY25MAY2318500PE,49550,2023-05-23 13:52:00+00,106.9,107.45,3678200
22,NFO,22.45,NIFTY25MAY2318500CE,120000,2023-05-23 13:53:00+00,21.8,22.15,10361900
107.9,NFO,108.65,NIFTY25MAY2318500PE,40600,2023-05-23 13:53:00+00,106.5,107.45,3678200
107.1,NFO,108.6,NIFTY25MAY2318500PE,61900,2023-05-23 13:54:00+00,106.8,107.8,3669050
22.2,NFO,22.25,NIFTY25MAY2318500CE,149600,2023-05-23 13:54:00+00,21.65,22,10341950
22.35,NFO,22.4,NIFTY25MAY2318500CE,226650,2023-05-23 13:55:00+00,21.85,22.2,10341950
106.6,NFO,108.15,NIFTY25MAY2318500PE,59600,2023-05-23 13:55:00+00,106.05,107.15,3669050
107.6,NFO,107.85,NIFTY25MAY2318500PE,94750,2023-05-23 13:56:00+00,104.8,104.8,3669050
22.1,NFO,22.5,NIFTY25MAY2318500CE,278500,2023-05-23 13:56:00+00,22,22.4,10341950
108.9,NFO,109.75,NIFTY25MAY2318500PE,92400,2023-05-23 13:57:00+00,106.95,107.5,3645450
21.75,NFO,22.25,NIFTY25MAY2318500CE,322850,2023-05-23 13:57:00+00,21.2,22.1,10346950
21.5,NFO,22.1,NIFTY25MAY2318500CE,197800,2023-05-23 13:58:00+00,21.45,21.9,10346950
109.05,NFO,109.55,NIFTY25MAY2318500PE,88050,2023-05-23 13:58:00+00,107.2,108.4,3645450
20.8,NFO,21.75,NIFTY25MAY2318500CE,280450,2023-05-23 13:59:00+00,20.5,21.6,10346950
111,NFO,111.35,NIFTY25MAY2318500PE,102850,2023-05-23 13:59:00+00,108.05,108.75,3645450
19.35,NFO,20.95,NIFTY25MAY2318500CE,811950,2023-05-23 14:00:00+00,18.25,20.75,10300200
116.4,NFO,119.3,NIFTY25MAY2318500PE,323250,2023-05-23 14:00:00+00,111,111.5,3684650
111.05,NFO,117.1,NIFTY25MAY2318500PE,145150,2023-05-23 14:01:00+00,111,116,3684650
20.8,NFO,20.85,NIFTY25MAY2318500CE,333250,2023-05-23 14:01:00+00,19.2,19.3,10300200
108.9,NFO,110.95,NIFTY25MAY2318500PE,163600,2023-05-23 14:02:00+00,106.5,110.95,3684650
21.45,NFO,21.95,NIFTY25MAY2318500CE,459700,2023-05-23 14:02:00+00,20.9,20.9,10300200
21.75,NFO,22,NIFTY25MAY2318500CE,247300,2023-05-23 14:03:00+00,21.1,21.2,10350300
107.25,NFO,109.85,NIFTY25MAY2318500PE,72200,2023-05-23 14:03:00+00,106.2,109.4,3676400
21.7,NFO,21.8,NIFTY25MAY2318500CE,192850,2023-05-23 14:04:00+00,21.35,21.75,10350300
108.15,NFO,108.7,NIFTY25MAY2318500PE,58750,2023-05-23 14:04:00+00,106.9,107.1,3676400
108.5,NFO,109.8,NIFTY25MAY2318500PE,71650,2023-05-23 14:05:00+00,107.05,107.45,3676400
21.3,NFO,21.75,NIFTY25MAY2318500CE,319000,2023-05-23 14:05:00+00,20.8,21.65,10350300
107.25,NFO,109.1,NIFTY25MAY2318500PE,67700,2023-05-23 14:06:00+00,107,108.45,3686500
21.4,NFO,21.65,NIFTY25MAY2318500CE,139850,2023-05-23 14:06:00+00,21.1,21.3,10314000
108.25,NFO,108.65,NIFTY25MAY2318500PE,108800,2023-05-23 14:07:00+00,104.6,106.75,3686500
21.05,NFO,22.15,NIFTY25MAY2318500CE,304900,2023-05-23 14:07:00+00,21.05,21.45,10314000
109,NFO,109.8,NIFTY25MAY2318500PE,65400,2023-05-23 14:08:00+00,107.4,109.05,3686500
20.8,NFO,21.2,NIFTY25MAY2318500CE,239050,2023-05-23 14:08:00+00,20.55,20.8,10314000
21.2,NFO,21.35,NIFTY25MAY2318500CE,233300,2023-05-23 14:09:00+00,20.35,20.9,10330800
108.1,NFO,109.95,NIFTY25MAY2318500PE,47450,2023-05-23 14:09:00+00,107.8,108.7,3695000
21.2,NFO,21.4,NIFTY25MAY2318500CE,182100,2023-05-23 14:10:00+00,20.65,21.2,10330800
108.7,NFO,109.5,NIFTY25MAY2318500PE,72500,2023-05-23 14:10:00+00,107.45,108.1,3695000
20.55,NFO,21.05,NIFTY25MAY2318500CE,281300,2023-05-23 14:11:00+00,20,21.05,10330800
111.7,NFO,113,NIFTY25MAY2318500PE,95600,2023-05-23 14:11:00+00,109,109,3695000
20.55,NFO,20.8,NIFTY25MAY2318500CE,177650,2023-05-23 14:12:00+00,20.25,20.5,10364900
111.2,NFO,112.4,NIFTY25MAY2318500PE,33800,2023-05-23 14:12:00+00,110.3,111.45,3662050
20.35,NFO,20.6,NIFTY25MAY2318500CE,158350,2023-05-23 14:13:00+00,20.25,20.4,10364900
110.8,NFO,111.9,NIFTY25MAY2318500PE,34700,2023-05-23 14:13:00+00,110.3,111.2,3662050
110.65,NFO,111.25,NIFTY25MAY2318500PE,43300,2023-05-23 14:14:00+00,109.95,111,3662050
20.5,NFO,20.7,NIFTY25MAY2318500CE,181350,2023-05-23 14:14:00+00,20.3,20.45,10364900
20.85,NFO,20.95,NIFTY25MAY2318500CE,254900,2023-05-23 14:15:00+00,19.95,20.5,10358800
109.35,NFO,113.05,NIFTY25MAY2318500PE,118350,2023-05-23 14:15:00+00,108.8,111.1,3656900
109.65,NFO,110.25,NIFTY25MAY2318500PE,44200,2023-05-23 14:16:00+00,108,109.1,3656900
20.85,NFO,21.2,NIFTY25MAY2318500CE,181400,2023-05-23 14:16:00+00,20.65,20.8,10358800
20.9,NFO,21.2,NIFTY25MAY2318500CE,200000,2023-05-23 14:17:00+00,20.65,20.9,10358800
108.95,NFO,110.5,NIFTY25MAY2318500PE,49150,2023-05-23 14:17:00+00,107.85,109.8,3656900
20.9,NFO,21.05,NIFTY25MAY2318500CE,126650,2023-05-23 14:18:00+00,20.6,20.85,10360300
108.5,NFO,109.75,NIFTY25MAY2318500PE,27000,2023-05-23 14:18:00+00,108.45,109.1,3666900
106.9,NFO,108.3,NIFTY25MAY2318500PE,63100,2023-05-23 14:19:00+00,106.9,108,3666900
21.4,NFO,21.4,NIFTY25MAY2318500CE,165350,2023-05-23 14:19:00+00,20.95,20.95,10360300
106.2,NFO,107,NIFTY25MAY2318500PE,120450,2023-05-23 14:20:00+00,105.25,106.95,3666900
21.6,NFO,22,NIFTY25MAY2318500CE,322700,2023-05-23 14:20:00+00,21.2,21.2,10360300
21.55,NFO,21.75,NIFTY25MAY2318500CE,170250,2023-05-23 14:21:00+00,21.25,21.6,10380050
107,NFO,107.85,NIFTY25MAY2318500PE,56750,2023-05-23 14:21:00+00,106,106.55,3648850
106.95,NFO,108.25,NIFTY25MAY2318500PE,50150,2023-05-23 14:22:00+00,106.3,106.95,3648850
21.5,NFO,21.7,NIFTY25MAY2318500CE,199150,2023-05-23 14:22:00+00,21.1,21.55,10380050
21.3,NFO,21.55,NIFTY25MAY2318500CE,189500,2023-05-23 14:23:00+00,21.15,21.5,10380050
107.4,NFO,107.7,NIFTY25MAY2318500PE,56850,2023-05-23 14:23:00+00,106.55,107.1,3648850
107.55,NFO,108.2,NIFTY25MAY2318500PE,54500,2023-05-23 14:24:00+00,106,107.3,3686950
21.25,NFO,21.75,NIFTY25MAY2318500CE,234650,2023-05-23 14:24:00+00,21,21.35,10390900
21.05,NFO,21.6,NIFTY25MAY2318500CE,141250,2023-05-23 14:25:00+00,21.05,21.25,10390900
108,NFO,108,NIFTY25MAY2318500PE,30600,2023-05-23 14:25:00+00,106.15,107.7,3686950
107.7,NFO,108,NIFTY25MAY2318500PE,27850,2023-05-23 14:26:00+00,106.35,107.75,3686950
21.1,NFO,21.5,NIFTY25MAY2318500CE,143800,2023-05-23 14:26:00+00,21.05,21.15,10390900
21.05,NFO,21.5,NIFTY25MAY2318500CE,199500,2023-05-23 14:27:00+00,20.7,21.2,10370400
108.25,NFO,109.25,NIFTY25MAY2318500PE,66150,2023-05-23 14:27:00+00,106.85,107.9,3688800
20.9,NFO,21,NIFTY25MAY2318500CE,168800,2023-05-23 14:28:00+00,20.3,20.95,10370400
108.75,NFO,110.25,NIFTY25MAY2318500PE,57150,2023-05-23 14:28:00+00,108.6,109,3688800
108.25,NFO,109.3,NIFTY25MAY2318500PE,31700,2023-05-23 14:29:00+00,108,108.75,3688800
20.9,NFO,21.1,NIFTY25MAY2318500CE,98400,2023-05-23 14:29:00+00,20.6,20.8,10370400
107.5,NFO,108.5,NIFTY25MAY2318500PE,39300,2023-05-23 14:30:00+00,106.4,108.25,3661850
21.15,NFO,21.35,NIFTY25MAY2318500CE,126100,2023-05-23 14:30:00+00,20.8,20.8,10394550
109,NFO,109,NIFTY25MAY2318500PE,49150,2023-05-23 14:31:00+00,106.75,107.5,3661850
20.65,NFO,21.35,NIFTY25MAY2318500CE,167200,2023-05-23 14:31:00+00,20.65,21.25,10394550
20.8,NFO,21.3,NIFTY25MAY2318500CE,262300,2023-05-23 14:32:00+00,20.5,20.7,10394550
109,NFO,109.9,NIFTY25MAY2318500PE,62200,2023-05-23 14:32:00+00,107.25,108.85,3661850
20.45,NFO,20.8,NIFTY25MAY2318500CE,559450,2023-05-23 14:33:00+00,19.3,20.8,10436000
110.5,NFO,113.75,NIFTY25MAY2318500PE,169500,2023-05-23 14:33:00+00,108.85,109.05,3658400
111.05,NFO,111.9,NIFTY25MAY2318500PE,59200,2023-05-23 14:34:00+00,110.05,110.35,3658400
20.2,NFO,20.55,NIFTY25MAY2318500CE,198200,2023-05-23 14:34:00+00,20.05,20.4,10436000
20.1,NFO,20.45,NIFTY25MAY2318500CE,138400,2023-05-23 14:35:00+00,20.05,20.2,10436000
112,NFO,112,NIFTY25MAY2318500PE,32100,2023-05-23 14:35:00+00,110.45,111.3,3658400
19.6,NFO,20.25,NIFTY25MAY2318500CE,321100,2023-05-23 14:36:00+00,19.35,20.15,10322250
113.75,NFO,114,NIFTY25MAY2318500PE,72750,2023-05-23 14:36:00+00,111,111.95,3639650
114.05,NFO,116.75,NIFTY25MAY2318500PE,168000,2023-05-23 14:37:00+00,112.8,114,3639650
19.75,NFO,19.95,NIFTY25MAY2318500CE,444050,2023-05-23 14:37:00+00,18.65,19.5,10322250
116,NFO,116,NIFTY25MAY2318500PE,92200,2023-05-23 14:38:00+00,113.8,114.3,3639650
19.15,NFO,19.75,NIFTY25MAY2318500CE,174350,2023-05-23 14:38:00+00,19.15,19.7,10322250
19.8,NFO,19.8,NIFTY25MAY2318500CE,253300,2023-05-23 14:39:00+00,19,19.2,10350750
113.55,NFO,116.55,NIFTY25MAY2318500PE,130300,2023-05-23 14:39:00+00,113.2,116,3633550
18.75,NFO,19.8,NIFTY25MAY2318500CE,254050,2023-05-23 14:40:00+00,18.75,19.7,10350750
118.6,NFO,118.6,NIFTY25MAY2318500PE,99000,2023-05-23 14:40:00+00,113.7,114,3633550
17.9,NFO,19.5,NIFTY25MAY2318500CE,710050,2023-05-23 14:41:00+00,17.1,18.9,10350750
121.55,NFO,124.2,NIFTY25MAY2318500PE,507550,2023-05-23 14:41:00+00,115.75,117.95,3633550
17.4,NFO,18.55,NIFTY25MAY2318500CE,573700,2023-05-23 14:42:00+00,17.1,17.75,10330300
123.55,NFO,124.9,NIFTY25MAY2318500PE,282300,2023-05-23 14:42:00+00,119,121.9,3624300
16.4,NFO,18,NIFTY25MAY2318500CE,941850,2023-05-23 14:43:00+00,16.35,17.6,10330300
126.6,NFO,127.2,NIFTY25MAY2318500PE,248100,2023-05-23 14:43:00+00,120.75,123.2,3624300
126.45,NFO,130.6,NIFTY25MAY2318500PE,397050,2023-05-23 14:44:00+00,123.95,127.1,3624300
16.6,NFO,16.85,NIFTY25MAY2318500CE,993600,2023-05-23 14:44:00+00,15.35,16,10330300
15.5,NFO,16.4,NIFTY25MAY2318500CE,771000,2023-05-23 14:45:00+00,15.45,16.35,10244650
129.1,NFO,129.8,NIFTY25MAY2318500PE,284900,2023-05-23 14:45:00+00,125.9,126.05,3534850
133.55,NFO,139.65,NIFTY25MAY2318500PE,625650,2023-05-23 14:46:00+00,129.85,129.85,3534850
14.25,NFO,15.4,NIFTY25MAY2318500CE,1334300,2023-05-23 14:46:00+00,13.25,15.4,10244650
138.65,NFO,138.65,NIFTY25MAY2318500PE,213350,2023-05-23 14:47:00+00,131.65,133.6,3534850
13.6,NFO,14.65,NIFTY25MAY2318500CE,634300,2023-05-23 14:47:00+00,13.5,14.4,10244650
130.6,NFO,139.35,NIFTY25MAY2318500PE,316000,2023-05-23 14:48:00+00,130.6,139.25,3319350
14.95,NFO,14.95,NIFTY25MAY2318500CE,609000,2023-05-23 14:48:00+00,13.2,13.35,10179150
14,NFO,14.9,NIFTY25MAY2318500CE,579100,2023-05-23 14:49:00+00,13.75,14.85,10179150
136.9,NFO,137.9,NIFTY25MAY2318500PE,269450,2023-05-23 14:49:00+00,131.05,131.05,3319350
14.4,NFO,14.45,NIFTY25MAY2318500CE,599000,2023-05-23 14:50:00+00,13.75,13.9,10179150
132.75,NFO,137.4,NIFTY25MAY2318500PE,178400,2023-05-23 14:50:00+00,132.45,136.9,3319350
137.05,NFO,137.35,NIFTY25MAY2318500PE,244750,2023-05-23 14:51:00+00,131.9,133.15,3227550
13.7,NFO,14.45,NIFTY25MAY2318500CE,515150,2023-05-23 14:51:00+00,13.65,14.3,10273200
146.35,NFO,149,NIFTY25MAY2318500PE,687750,2023-05-23 14:52:00+00,136.1,138.1,3227550
11.8,NFO,13.8,NIFTY25MAY2318500CE,1401350,2023-05-23 14:52:00+00,11.35,13.5,10273200
146.9,NFO,148.5,NIFTY25MAY2318500PE,210900,2023-05-23 14:53:00+00,144.35,145.55,3227550
11.85,NFO,12.2,NIFTY25MAY2318500CE,1101750,2023-05-23 14:53:00+00,11.7,11.9,10273200
147.15,NFO,147.5,NIFTY25MAY2318500PE,157500,2023-05-23 14:54:00+00,143.05,146.7,3041550
11.8,NFO,12.35,NIFTY25MAY2318500CE,786600,2023-05-23 14:54:00+00,11.75,11.85,10270200
12.9,NFO,12.9,NIFTY25MAY2318500CE,595300,2023-05-23 14:55:00+00,11.9,11.9,10270200
138.8,NFO,147.1,NIFTY25MAY2318500PE,203700,2023-05-23 14:55:00+00,138.8,146.6,3041550
132.2,NFO,140.5,NIFTY25MAY2318500PE,215150,2023-05-23 14:56:00+00,131.65,139.3,3041550
14.3,NFO,14.3,NIFTY25MAY2318500CE,920950,2023-05-23 14:56:00+00,12.75,13,10270200
134.1,NFO,138,NIFTY25MAY2318500PE,181650,2023-05-23 14:57:00+00,132.15,132.15,2996350
14,NFO,14.3,NIFTY25MAY2318500CE,614550,2023-05-23 14:57:00+00,13.35,14.3,10253650
133.75,NFO,137,NIFTY25MAY2318500PE,81800,2023-05-23 14:58:00+00,133.75,134.55,2996350
14.05,NFO,14.05,NIFTY25MAY2318500CE,402250,2023-05-23 14:58:00+00,13.55,14,10253650
129.9,NFO,133.7,NIFTY25MAY2318500PE,312350,2023-05-23 14:59:00+00,127.4,133.7,2996350
14.45,NFO,14.8,NIFTY25MAY2318500CE,806050,2023-05-23 14:59:00+00,14.2,14.2,10253650
127.7,NFO,130.8,NIFTY25MAY2318500PE,338750,2023-05-23 15:00:00+00,127.2,130.55,2952900
14.85,NFO,15.1,NIFTY25MAY2318500CE,792500,2023-05-23 15:00:00+00,14.4,14.5,10184500
12.75,NFO,14.7,NIFTY25MAY2318500CE,847050,2023-05-23 15:01:00+00,12.75,14.7,10184500
136.05,NFO,136.05,NIFTY25MAY2318500PE,475900,2023-05-23 15:01:00+00,127.6,128.5,2952900
152.7,NFO,152.7,NIFTY25MAY2318500PE,556050,2023-05-23 15:02:00+00,135.25,136.6,2952900
9.95,NFO,12.8,NIFTY25MAY2318500CE,1377050,2023-05-23 15:02:00+00,9.95,12.75,10184500
136.9,NFO,155.6,NIFTY25MAY2318500PE,662200,2023-05-23 15:03:00+00,134.55,153.2,2622100
11.8,NFO,12.35,NIFTY25MAY2318500CE,1898850,2023-05-23 15:03:00+00,9.45,9.8,10367750
140.4,NFO,141.35,NIFTY25MAY2318500PE,238550,2023-05-23 15:04:00+00,133.25,134.35,2622100
11.5,NFO,12.55,NIFTY25MAY2318500CE,1034150,2023-05-23 15:04:00+00,11.3,12.2,10367750
12,NFO,12.3,NIFTY25MAY2318500CE,726500,2023-05-23 15:05:00+00,11.8,12,10367750
137.5,NFO,139.1,NIFTY25MAY2318500PE,142900,2023-05-23 15:05:00+00,134.3,137.7,2622100
11.75,NFO,12.45,NIFTY25MAY2318500CE,486900,2023-05-23 15:06:00+00,11.7,12.2,10461450
137.7,NFO,139,NIFTY25MAY2318500PE,92050,2023-05-23 15:06:00+00,134.7,136.95,2524050
139.55,NFO,142.3,NIFTY25MAY2318500PE,197850,2023-05-23 15:07:00+00,137.5,137.5,2524050
11.55,NFO,11.8,NIFTY25MAY2318500CE,698800,2023-05-23 15:07:00+00,11.2,11.75,10461450
11.7,NFO,12.25,NIFTY25MAY2318500CE,541150,2023-05-23 15:08:00+00,11.45,11.65,10461450
139.2,NFO,140.85,NIFTY25MAY2318500PE,124400,2023-05-23 15:08:00+00,134.7,139.1,2524050
11.65,NFO,11.95,NIFTY25MAY2318500CE,599350,2023-05-23 15:09:00+00,11.2,11.7,10556550
139.25,NFO,142.3,NIFTY25MAY2318500PE,178800,2023-05-23 15:09:00+00,138.1,139,2490700
141.3,NFO,141.3,NIFTY25MAY2318500PE,238150,2023-05-23 15:10:00+00,134.85,138.5,2490700
11.7,NFO,12.4,NIFTY25MAY2318500CE,557750,2023-05-23 15:10:00+00,11.6,11.85,10556550
140,NFO,142.1,NIFTY25MAY2318500PE,137250,2023-05-23 15:11:00+00,138.9,140.25,2490700
11.9,NFO,12.2,NIFTY25MAY2318500CE,461050,2023-05-23 15:11:00+00,11.65,11.75,10556550
143.05,NFO,143.1,NIFTY25MAY2318500PE,187550,2023-05-23 15:12:00+00,139.3,140.05,2287150
11.35,NFO,12.1,NIFTY25MAY2318500CE,811250,2023-05-23 15:12:00+00,11.35,11.95,10590250
10.95,NFO,11.7,NIFTY25MAY2318500CE,949550,2023-05-23 15:13:00+00,10.95,11.4,10590250
144.75,NFO,145,NIFTY25MAY2318500PE,151750,2023-05-23 15:13:00+00,140.2,143.2,2287150
10.05,NFO,11.15,NIFTY25MAY2318500CE,682600,2023-05-23 15:14:00+00,10,11.1,10590250
151.1,NFO,151.5,NIFTY25MAY2318500PE,230100,2023-05-23 15:14:00+00,144,144,2287150
151.8,NFO,151.95,NIFTY25MAY2318500PE,362150,2023-05-23 15:15:00+00,146.2,151,2234600
10.15,NFO,10.65,NIFTY25MAY2318500CE,995350,2023-05-23 15:15:00+00,10.1,10.25,11006100
151.55,NFO,151.95,NIFTY25MAY2318500PE,182150,2023-05-23 15:16:00+00,147,151.9,2234600
9.7,NFO,10.55,NIFTY25MAY2318500CE,783000,2023-05-23 15:16:00+00,9.65,10.1,11006100
148.5,NFO,150.4,NIFTY25MAY2318500PE,174650,2023-05-23 15:17:00+00,143.7,150,2234600
10,NFO,10.45,NIFTY25MAY2318500CE,531350,2023-05-23 15:17:00+00,9.75,9.75,11006100
9.8,NFO,10.3,NIFTY25MAY2318500CE,746950,2023-05-23 15:18:00+00,9.75,10.2,11033400
150.3,NFO,150.85,NIFTY25MAY2318500PE,83250,2023-05-23 15:18:00+00,146.05,148.3,2174900
9.95,NFO,10.1,NIFTY25MAY2318500CE,874650,2023-05-23 15:19:00+00,9.7,9.9,11033400
149.7,NFO,150,NIFTY25MAY2318500PE,104450,2023-05-23 15:19:00+00,146.8,149.75,2174900
9.8,NFO,10.3,NIFTY25MAY2318500CE,1290550,2023-05-23 15:20:00+00,9.65,10.05,11033400
152.8,NFO,153,NIFTY25MAY2318500PE,178000,2023-05-23 15:20:00+00,148.7,149.85,2174900
155.4,NFO,155.4,NIFTY25MAY2318500PE,182750,2023-05-23 15:21:00+00,148.9,152.4,2111200
9,NFO,10.1,NIFTY25MAY2318500CE,950650,2023-05-23 15:21:00+00,9,9.85,10890600
156.7,NFO,158.2,NIFTY25MAY2318500PE,121700,2023-05-23 15:22:00+00,154.35,155.45,2111200
8.75,NFO,9.15,NIFTY25MAY2318500CE,1030000,2023-05-23 15:22:00+00,8.4,9.1,10890600
156.95,NFO,158,NIFTY25MAY2318500PE,117400,2023-05-23 15:23:00+00,154.1,157,2111200
8.7,NFO,8.95,NIFTY25MAY2318500CE,951500,2023-05-23 15:23:00+00,8.6,8.75,10890600
8.35,NFO,8.7,NIFTY25MAY2318500CE,1020950,2023-05-23 15:24:00+00,8.2,8.7,10909800
157.05,NFO,159.65,NIFTY25MAY2318500PE,115650,2023-05-23 15:24:00+00,157,157,2048600
8.8,NFO,8.8,NIFTY25MAY2318500CE,925750,2023-05-23 15:25:00+00,8.4,8.4,10909800
151.9,NFO,157.05,NIFTY25MAY2318500PE,114800,2023-05-23 15:25:00+00,151.4,157,2048600
148.85,NFO,152.95,NIFTY25MAY2318500PE,140950,2023-05-23 15:26:00+00,148.6,152.3,2048600
9.3,NFO,9.45,NIFTY25MAY2318500CE,578100,2023-05-23 15:26:00+00,8.8,8.85,10909800
154.5,NFO,154.5,NIFTY25MAY2318500PE,93200,2023-05-23 15:27:00+00,149.1,149.1,1930700
9.15,NFO,9.6,NIFTY25MAY2318500CE,769600,2023-05-23 15:27:00+00,9.15,9.35,10867750
151.4,NFO,153.65,NIFTY25MAY2318500PE,142150,2023-05-23 15:28:00+00,151,153.65,1930700
9.35,NFO,9.5,NIFTY25MAY2318500CE,748850,2023-05-23 15:28:00+00,9.15,9.2,10867750
9.2,NFO,9.35,NIFTY25MAY2318500CE,721400,2023-05-23 15:29:00+00,9,9.35,10867750
150.35,NFO,152.75,NIFTY25MAY2318500PE,92900,2023-05-23 15:29:00+00,150.35,151.95,1930700
152.7,NFO,152.7,NIFTY25MAY2318500PE,250,2023-05-23 15:30:00+00,152.7,152.7,1930700
9.2,NFO,9.2,NIFTY25MAY2318500CE,100,2023-05-23 15:30:00+00,9.2,9.2,10867750
205,NFO,209.2,NIFTY25MAY2318500PE,228050,2023-05-24 09:15:00+00,185,185,1835550
4.65,NFO,7.35,NIFTY25MAY2318500CE,1922800,2023-05-24 09:15:00+00,4.25,7.35,10940900
206.45,NFO,215.75,NIFTY25MAY2318500PE,228450,2023-05-24 09:16:00+00,205.1,205.1,1835550
4.25,NFO,4.55,NIFTY25MAY2318500CE,2079650,2023-05-24 09:16:00+00,4.1,4.55,10940900
4.9,NFO,4.9,NIFTY25MAY2318500CE,2111600,2023-05-24 09:17:00+00,4.1,4.2,11357300
197.15,NFO,207.9,NIFTY25MAY2318500PE,151000,2023-05-24 09:17:00+00,197.15,206.7,1844400
5.7,NFO,5.95,NIFTY25MAY2318500CE,2051550,2023-05-24 09:18:00+00,4.8,4.9,11357300
194.35,NFO,203,NIFTY25MAY2318500PE,147450,2023-05-24 09:18:00+00,192.5,197.4,1844400
195.3,NFO,200.5,NIFTY25MAY2318500PE,167800,2023-05-24 09:19:00+00,193.45,194.4,1844400
5.25,NFO,5.65,NIFTY25MAY2318500CE,1790100,2023-05-24 09:19:00+00,5,5.65,11357300
208.05,NFO,208.3,NIFTY25MAY2318500PE,271450,2023-05-24 09:20:00+00,195.25,195.25,1840900
4.5,NFO,5.3,NIFTY25MAY2318500CE,1271600,2023-05-24 09:20:00+00,4.5,5.3,11286850
218.25,NFO,220,NIFTY25MAY2318500PE,342500,2023-05-24 09:21:00+00,205.4,208.85,1840900
4.3,NFO,4.7,NIFTY25MAY2318500CE,1593650,2023-05-24 09:21:00+00,4.3,4.5,11286850
215.9,NFO,218,NIFTY25MAY2318500PE,121650,2023-05-24 09:22:00+00,213,217.65,1840900
4.5,NFO,4.55,NIFTY25MAY2318500CE,859850,2023-05-24 09:22:00+00,4.3,4.3,11286850
4.7,NFO,4.7,NIFTY25MAY2318500CE,738200,2023-05-24 09:23:00+00,4.45,4.45,11496200
207.25,NFO,216.05,NIFTY25MAY2318500PE,73450,2023-05-24 09:23:00+00,207.25,215.8,1779150
4.7,NFO,4.75,NIFTY25MAY2318500CE,1341950,2023-05-24 09:24:00+00,4.55,4.75,11496200
208,NFO,212.4,NIFTY25MAY2318500PE,68550,2023-05-24 09:24:00+00,206.15,207.7,1779150
4.7,NFO,4.7,NIFTY25MAY2318500CE,1267100,2023-05-24 09:25:00+00,4.45,4.65,11496200
209.8,NFO,215,NIFTY25MAY2318500PE,70000,2023-05-24 09:25:00+00,207.4,208.2,1779150
203.1,NFO,210.15,NIFTY25MAY2318500PE,97700,2023-05-24 09:26:00+00,202.4,210.15,1809600
4.7,NFO,4.75,NIFTY25MAY2318500CE,998900,2023-05-24 09:26:00+00,4.6,4.6,11655700
197.35,NFO,202.2,NIFTY25MAY2318500PE,164200,2023-05-24 09:27:00+00,194.5,201.5,1809600
4.85,NFO,5,NIFTY25MAY2318500CE,1083800,2023-05-24 09:27:00+00,4.7,4.75,11655700
4.85,NFO,4.9,NIFTY25MAY2318500CE,925150,2023-05-24 09:28:00+00,4.75,4.85,11655700
197.75,NFO,198.4,NIFTY25MAY2318500PE,39950,2023-05-24 09:28:00+00,195.7,198.4,1809600
193.2,NFO,197.25,NIFTY25MAY2318500PE,75000,2023-05-24 09:29:00+00,190.75,197.25,1859150
4.8,NFO,5.05,NIFTY25MAY2318500CE,1134300,2023-05-24 09:29:00+00,4.7,4.85,11795350
180.95,NFO,192.65,NIFTY25MAY2318500PE,225200,2023-05-24 09:30:00+00,177.65,192.45,1859150
5.6,NFO,5.8,NIFTY25MAY2318500CE,1845300,2023-05-24 09:30:00+00,4.8,4.85,11795350
5.75,NFO,5.75,NIFTY25MAY2318500CE,1646850,2023-05-24 09:31:00+00,5.35,5.65,11795350
180.75,NFO,184.1,NIFTY25MAY2318500PE,103750,2023-05-24 09:31:00+00,178.95,180.05,1859150
182.6,NFO,185.45,NIFTY25MAY2318500PE,61850,2023-05-24 09:32:00+00,180,180.4,1891800
5.5,NFO,5.75,NIFTY25MAY2318500CE,1120750,2023-05-24 09:32:00+00,5.35,5.7,11964450
