lasttradetime,open,high,low,close,tradedqty
2024-01-30 13:00:00+00:00,244.1951,250.67322,235.59987,242.69862,272597.9
2024-01-30 13:01:00+00:00,247.23012,254.00572,238.83366,246.0499,285864.66
2024-01-30 13:02:00+00:00,249.94829,256.59082,241.16214,248.41373,287204.84
2024-01-30 13:03:00+00:00,244.10297,250.79811,235.88383,243.0652,277502.7
2024-01-30 13:04:00+00:00,236.44809,242.69566,228.11433,234.9551,252849.98
2024-01-30 13:05:00+00:00,236.57835,242.74463,228.10022,234.93387,250556.53
2024-01-30 13:06:00+00:00,234.51555,240.97227,226.6847,233.56158,254236.45
2024-01-30 13:07:00+00:00,228.34398,235.06151,221.49709,228.2875,250428.28
2024-01-30 13:08:00+00:00,223.08424,229.52867,216.15343,222.70099,233974.03
2024-01-30 13:09:00+00:00,221.36652,227.62276,214.269,220.7668,225228.98
2024-01-30 13:10:00+00:00,220.23698,226.65501,213.48926,219.96114,227943.86
2024-01-30 13:11:00+00:00,217.876,224.0668,210.91364,217.28883,216756.73
2024-01-30 13:12:00+00:00,217.35266,223.6884,210.6896,217.09454,220496.78
2024-01-30 13:13:00+00:00,215.82887,221.9227,208.83597,215.12712,211064.78
2024-01-30 13:14:00+00:00,218.91127,225.05464,211.76642,218.1404,218145.72
2024-01-30 13:15:00+00:00,223.0942,229.35768,215.85587,222.37877,229212.58
2024-01-30 13:16:00+00:00,220.31772,226.63477,213.4057,219.87454,225015.89
2024-01-30 13:17:00+00:00,217.25824,223.41069,210.26945,216.59848,215082.4
2024-01-30 13:18:00+00:00,221.94855,228.19917,214.78023,221.27293,226955.78
2024-01-30 13:19:00+00:00,219.93227,226.07463,212.73083,219.12901,219418.25
2024-01-30 13:20:00+00:00,221.10878,227.17963,213.68802,220.10506,220125.58
2024-01-30 13:21:00+00:00,219.77661,225.9644,212.67442,219.11163,220326.66
2024-01-30 13:22:00+00:00,216.22342,224.07072,212.29308,219.1044,258395.2
2024-01-30 13:23:00+00:00,200.64198,207.69588,196.50264,202.59502,208601.28
2024-01-30 13:24:00+00:00,206.38306,213.10432,201.11554,207.27386,210112.97
2024-01-30 13:25:00+00:00,214.3044,221.02289,208.54344,214.92761,225556.78
2024-01-30 13:26:00+00:00,211.67093,217.95354,205.35657,211.59888,207973.77
2024-01-30 13:27:00+00:00,217.11356,223.74826,210.93095,217.35973,228452.02
2024-01-30 13:28:00+00:00,223.81705,230.591,217.45111,224.13258,245123.19
2024-01-30 13:29:00+00:00,220.48328,226.97917,213.82443,220.31714,230624.31
2024-01-30 13:30:00+00:00,222.94191,229.3129,215.91922,222.4521,231807.9
2024-01-30 13:31:00+00:00,219.8944,226.20264,213.00363,219.47606,224161.5
2024-01-30 13:32:00+00:00,218.15356,224.39441,211.23215,217.61751,218894.23
2024-01-30 13:33:00+00:00,219.56955,225.78255,212.51013,218.91801,220777.03
2024-01-30 13:34:00+00:00,220.02345,226.2052,212.88968,219.31798,220880.52
2024-01-30 13:35:00+00:00,219.41684,225.60619,212.3378,218.74669,220300.2
2024-01-30 13:36:00+00:00,224.7215,231.26668,217.80655,224.41515,239754.94
2024-01-30 13:37:00+00:00,226.09254,232.73062,219.30672,226.01978,244786.62
2024-01-30 13:38:00+00:00,219.6424,226.10796,213.05447,219.52827,228107.06
2024-01-30 13:39:00+00:00,221.93488,228.23434,214.87186,221.35603,228388.38
2024-01-30 13:40:00+00:00,221.33983,227.57874,214.21367,220.68546,224940.33
2024-01-30 13:41:00+00:00,232.48618,239.61916,226.02852,232.96558,271217.4
2024-01-30 13:42:00+00:00,227.37949,233.89046,220.24367,226.96788,242941.06
2024-01-30 13:43:00+00:00,221.29697,227.70027,214.47284,220.98912,229697.66
2024-01-30 13:44:00+00:00,220.58359,227.27248,214.29579,220.84984,236019.38
2024-01-30 13:45:00+00:00,215.21706,221.39163,208.44266,214.74187,211710.52
2024-01-30 13:46:00+00:00,214.3644,220.56674,207.69263,213.96376,211050.14
2024-01-30 13:47:00+00:00,212.36488,218.86452,206.37988,212.71446,215088.4
2024-01-30 13:48:00+00:00,207.976,214.89626,203.10806,209.40182,218942.3
2024-01-30 13:49:00+00:00,207.95047,214.50574,202.27232,208.44095,208639.36
2024-01-30 13:50:00+00:00,211.53177,217.7505,205.11041,211.30864,206318.5
2024-01-30 13:51:00+00:00,213.2656,219.55908,206.7989,213.05879,211594.55
2024-01-30 13:52:00+00:00,216.51027,222.75371,209.74742,216.07672,216241.12
2024-01-30 13:53:00+00:00,216.77162,222.97444,209.93489,216.28448,215537.89
2024-01-30 13:54:00+00:00,217.0567,223.316,210.30714,216.66449,218304.42
2024-01-30 13:55:00+00:00,215.35033,221.76953,209.01712,215.38614,219127.33
2024-01-30 13:56:00+00:00,213.66344,220.09503,207.42227,213.7227,215872.12
2024-01-30 13:57:00+00:00,211.11342,217.29828,204.62996,210.8468,203812.33
2024-01-30 13:58:00+00:00,208.65367,214.68867,202.08693,208.16077,195671.1
2024-01-30 13:59:00+00:00,207.92,213.99571,201.4846,207.56676,195031.81
2024-01-30 14:00:00+00:00,206.2548,212.63629,200.50406,206.61674,200555.48
2024-01-30 14:01:00+00:00,205.20753,211.41809,199.1993,205.22536,194163.02
2024-01-30 14:02:00+00:00,205.2707,212.27692,200.69298,206.95024,215117.34
2024-01-30 14:03:00+00:00,204.15959,210.80498,198.98216,205.08504,204087.1
2024-01-30 14:04:00+00:00,199.63284,206.1019,194.48708,200.45018,189673.47
2024-01-30 14:05:00+00:00,202.05717,208.56604,196.76918,202.76935,196269.28
2024-01-30 14:06:00+00:00,200.70093,206.99408,195.15445,201.10208,186845.9
2024-01-30 14:07:00+00:00,198.1765,204.79536,193.40047,199.33124,191309.61
2024-01-30 14:08:00+00:00,195.7427,201.99799,190.43567,196.2061,176290.69
2024-01-30 14:09:00+00:00,195.03166,201.29802,189.80296,195.58444,175025.75
2024-01-30 14:10:00+00:00,194.33621,200.94574,189.82022,195.62975,183617.48
2024-01-30 14:11:00+00:00,191.79414,198.30122,187.2052,192.94606,175108.5
2024-01-30 14:12:00+00:00,191.06094,197.44539,186.28223,191.93456,170776.06
2024-01-30 14:13:00+00:00,192.35014,198.52347,187.11263,192.75746,166998.9
2024-01-30 14:14:00+00:00,199.42717,205.92253,194.29955,200.21347,190562.5
2024-01-30 14:15:00+00:00,224.89445,233.05157,220.75249,227.69763,285844.88
2024-01-30 14:16:00+00:00,227.93141,236.06387,223.59229,230.7654,287903.72
2024-01-30 14:17:00+00:00,205.55185,212.85072,201.46507,207.79979,223799.05
2024-01-30 14:18:00+00:00,195.45258,202.06877,190.86383,196.7401,186216.12
2024-01-30 14:19:00+00:00,191.32509,198.34383,187.73222,193.58691,188396.6
2024-01-30 14:20:00+00:00,188.63039,195.16434,184.30144,189.93349,170234.83
2024-01-30 14:21:00+00:00,186.4561,192.72513,181.76149,187.27922,157626.6
2024-01-30 14:22:00+00:00,186.92758,193.25539,182.27316,187.8023,160424.39
2024-01-30 14:23:00+00:00,189.51527,195.85342,184.73636,190.33607,166029.42
2024-01-30 14:24:00+00:00,192.64764,198.9888,187.71455,193.42593,172799.72
2024-01-30 14:25:00+00:00,188.74918,195.1207,184.09569,189.71895,165127.06
2024-01-30 14:26:00+00:00,185.94,192.19716,181.242,186.71417,156491.08
2024-01-30 14:27:00+00:00,187.78532,195.53879,185.78804,191.7619,201508.42
2024-01-30 14:28:00+00:00,177.88765,184.88603,174.97182,180.35155,160475.05
2024-01-30 14:29:00+00:00,177.85284,184.38776,174.13855,179.45308,147128.4
2024-01-30 14:30:00+00:00,173.94,180.54752,170.55695,175.7868,140942.7
