close,exchange,high,instrumentidentifier,tradedqty,lasttradetime,low,open,openinterest
270.6,NFO,270.6,NIFTY18JAN2421650CE,8950,2024-01-12 11:18:00+00,265.0,265.6,988050
271.0,NFO,272.55,NIFTY18JAN2421650CE,12400,2024-01-12 11:19:00+00,269.8,269.95,988050
271.15,NFO,272.0,NIFTY18JAN2421650CE,15150,2024-01-12 11:20:00+00,269.8,271.0,993100
275.55,NFO,278.65,NIFTY18JAN2421650CE,22250,2024-01-12 11:21:00+00,271.15,271.15,993100
267.6,NFO,275.8,NIFTY18JAN2421650CE,11500,2024-01-12 11:22:00+00,267.6,275.8,993100
270.3,NFO,271.6,NIFTY18JAN2421650CE,8150,2024-01-12 11:23:00+00,266.6,267.6,988950
270.6,NFO,272.6,NIFTY18JAN2421650CE,5900,2024-01-12 11:24:00+00,269.65,270.55,988950
270.3,NFO,272.3,NIFTY18JAN2421650CE,6250,2024-01-12 11:25:00+00,268.65,270.6,988950
268.05,NFO,271.35,NIFTY18JAN2421650CE,6450,2024-01-12 11:26:00+00,265.85,270.3,988750
267.0,NFO,269.6,NIFTY18JAN2421650CE,5750,2024-01-12 11:27:00+00,267.0,267.4,988750
270.65,NFO,271.55,NIFTY18JAN2421650CE,3400,2024-01-12 11:28:00+00,266.4,266.8,988750
275.95,NFO,275.95,NIFTY18JAN2421650CE,9100,2024-01-12 11:29:00+00,269.1,270.4,987050
271.15,NFO,274.9,NIFTY18JAN2421650CE,9650,2024-01-12 11:30:00+00,268.95,274.8,987050
266.25,NFO,272.1,NIFTY18JAN2421650CE,5700,2024-01-12 11:31:00+00,265.6,271.15,987050
264.0,NFO,266.3,NIFTY18JAN2421650CE,7900,2024-01-12 11:32:00+00,263.6,266.2,986500
264.35,NFO,265.9,NIFTY18JAN2421650CE,15500,2024-01-12 11:33:00+00,263.7,263.95,986500
267.2,NFO,268.1,NIFTY18JAN2421650CE,2400,2024-01-12 11:34:00+00,264.35,264.35,986500
271.95,NFO,272.4,NIFTY18JAN2421650CE,9150,2024-01-12 11:35:00+00,267.2,267.2,982950
270.6,NFO,274.0,NIFTY18JAN2421650CE,5850,2024-01-12 11:36:00+00,269.65,271.95,982950
267.75,NFO,271.0,NIFTY18JAN2421650CE,2000,2024-01-12 11:37:00+00,267.75,270.6,982950
270.6,NFO,271.0,NIFTY18JAN2421650CE,5950,2024-01-12 11:38:00+00,267.65,267.75,982850
274.0,NFO,274.0,NIFTY18JAN2421650CE,6900,2024-01-12 11:39:00+00,269.7,270.6,982850
268.8,NFO,276.35,NIFTY18JAN2421650CE,8450,2024-01-12 11:40:00+00,268.25,274.3,982850
268.05,NFO,270.2,NIFTY18JAN2421650CE,3250,2024-01-12 11:41:00+00,266.6,268.8,979800
273.95,NFO,275.35,NIFTY18JAN2421650CE,6250,2024-01-12 11:42:00+00,268.05,268.05,979800
277.55,NFO,277.55,NIFTY18JAN2421650CE,12900,2024-01-12 11:43:00+00,273.95,273.95,979800
275.15,NFO,281.95,NIFTY18JAN2421650CE,23800,2024-01-12 11:44:00+00,274.6,278.25,983300
276.85,NFO,277.95,NIFTY18JAN2421650CE,5450,2024-01-12 11:45:00+00,274.0,274.0,983300
276.8,NFO,278.4,NIFTY18JAN2421650CE,4400,2024-01-12 11:46:00+00,275.65,276.4,983300
275.8,NFO,277.0,NIFTY18JAN2421650CE,4300,2024-01-12 11:47:00+00,273.3,276.8,983750
277.0,NFO,278.0,NIFTY18JAN2421650CE,4150,2024-01-12 11:48:00+00,275.75,275.8,983750
272.3,NFO,278.5,NIFTY18JAN2421650CE,8600,2024-01-12 11:49:00+00,272.3,277.0,983750
281.75,NFO,283.35,NIFTY18JAN2421650CE,14450,2024-01-12 11:50:00+00,272.3,272.3,983200
280.9,NFO,285.05,NIFTY18JAN2421650CE,17550,2024-01-12 11:51:00+00,279.65,281.0,983200
277.05,NFO,281.95,NIFTY18JAN2421650CE,3950,2024-01-12 11:52:00+00,276.0,280.9,983200
275.2,NFO,277.5,NIFTY18JAN2421650CE,8100,2024-01-12 11:53:00+00,275.0,277.05,977450
274.2,NFO,275.55,NIFTY18JAN2421650CE,9950,2024-01-12 11:54:00+00,272.0,275.55,977450
271.4,NFO,275.4,NIFTY18JAN2421650CE,7400,2024-01-12 11:55:00+00,270.8,274.2,977450
274.05,NFO,274.05,NIFTY18JAN2421650CE,6550,2024-01-12 11:56:00+00,270.35,271.4,976100
275.8,NFO,276.0,NIFTY18JAN2421650CE,2950,2024-01-12 11:57:00+00,273.7,274.05,976100
276.4,NFO,278.65,NIFTY18JAN2421650CE,4150,2024-01-12 11:58:00+00,275.4,275.8,976100
274.7,NFO,279.0,NIFTY18JAN2421650CE,2550,2024-01-12 11:59:00+00,274.7,276.4,976500
271.6,NFO,274.5,NIFTY18JAN2421650CE,6400,2024-01-12 12:00:00+00,270.2,274.0,976500
266.5,NFO,271.6,NIFTY18JAN2421650CE,12350,2024-01-12 12:01:00+00,266.0,271.6,976500
267.85,NFO,269.2,NIFTY18JAN2421650CE,37250,2024-01-12 12:02:00+00,263.45,266.6,973050
255.55,NFO,269.0,NIFTY18JAN2421650CE,24350,2024-01-12 12:03:00+00,254.95,267.85,973050
258.55,NFO,261.95,NIFTY18JAN2421650CE,19100,2024-01-12 12:04:00+00,255.5,255.5,973050
257.5,NFO,260.6,NIFTY18JAN2421650CE,13400,2024-01-12 12:05:00+00,256.35,258.55,957150
251.15,NFO,256.9,NIFTY18JAN2421650CE,27600,2024-01-12 12:06:00+00,251.15,256.9,957150
259.45,NFO,260.6,NIFTY18JAN2421650CE,16250,2024-01-12 12:07:00+00,250.1,250.1,957150
263.5,NFO,265.9,NIFTY18JAN2421650CE,15650,2024-01-12 12:08:00+00,261.75,262.4,942550
259.05,NFO,265.85,NIFTY18JAN2421650CE,10100,2024-01-12 12:09:00+00,256.9,263.5,942550
262.95,NFO,263.4,NIFTY18JAN2421650CE,6600,2024-01-12 12:10:00+00,257.7,259.8,942550
255.8,NFO,264.2,NIFTY18JAN2421650CE,8000,2024-01-12 12:11:00+00,255.0,263.1,938750
259.05,NFO,260.3,NIFTY18JAN2421650CE,8300,2024-01-12 12:12:00+00,255.8,256.2,938750
265.5,NFO,265.55,NIFTY18JAN2421650CE,12500,2024-01-12 12:13:00+00,259.05,259.05,938750
261.55,NFO,265.3,NIFTY18JAN2421650CE,8300,2024-01-12 12:14:00+00,261.55,265.0,934650
261.45,NFO,265.5,NIFTY18JAN2421650CE,5550,2024-01-12 12:15:00+00,260.7,261.55,934650
264.0,NFO,264.0,NIFTY18JAN2421650CE,3600,2024-01-12 12:16:00+00,262.1,263.8,934650
264.7,NFO,264.7,NIFTY18JAN2421650CE,4100,2024-01-12 12:17:00+00,262.75,264.0,934950
261.1,NFO,268.7,NIFTY18JAN2421650CE,12950,2024-01-12 12:18:00+00,260.6,265.3,934950
264.05,NFO,266.0,NIFTY18JAN2421650CE,3400,2024-01-12 12:19:00+00,260.4,261.9,934950
263.45,NFO,265.45,NIFTY18JAN2421650CE,3600,2024-01-12 12:20:00+00,262.4,264.05,937950
259.0,NFO,265.45,NIFTY18JAN2421650CE,3800,2024-01-12 12:21:00+00,259.0,263.45,937950
261.3,NFO,263.0,NIFTY18JAN2421650CE,3700,2024-01-12 12:22:00+00,259.4,259.4,937950
262.3,NFO,264.0,NIFTY18JAN2421650CE,1350,2024-01-12 12:23:00+00,261.3,261.3,936250
262.5,NFO,263.7,NIFTY18JAN2421650CE,1650,2024-01-12 12:24:00+00,262.3,262.3,936250
260.55,NFO,262.8,NIFTY18JAN2421650CE,2250,2024-01-12 12:25:00+00,259.5,262.5,936250
264.25,NFO,264.25,NIFTY18JAN2421650CE,1500,2024-01-12 12:26:00+00,259.5,260.55,937950
264.15,NFO,266.0,NIFTY18JAN2421650CE,1500,2024-01-12 12:27:00+00,263.35,264.25,937950
262.2,NFO,267.0,NIFTY18JAN2421650CE,4400,2024-01-12 12:28:00+00,261.15,264.15,937950
265.35,NFO,265.65,NIFTY18JAN2421650CE,1700,2024-01-12 12:29:00+00,262.2,262.2,937850
267.0,NFO,268.8,NIFTY18JAN2421650CE,7650,2024-01-12 12:30:00+00,265.35,265.35,937850
265.2,NFO,269.7,NIFTY18JAN2421650CE,3700,2024-01-12 12:31:00+00,265.2,267.0,937850
270.9,NFO,272.35,NIFTY18JAN2421650CE,7200,2024-01-12 12:32:00+00,265.2,265.2,937700
271.7,NFO,273.3,NIFTY18JAN2421650CE,8200,2024-01-12 12:33:00+00,269.55,269.55,937700
265.0,NFO,272.5,NIFTY18JAN2421650CE,9000,2024-01-12 12:34:00+00,264.9,271.5,937700
264.4,NFO,266.9,NIFTY18JAN2421650CE,8700,2024-01-12 12:35:00+00,261.75,265.0,942400
265.35,NFO,266.75,NIFTY18JAN2421650CE,3600,2024-01-12 12:36:00+00,263.5,264.4,942400
261.85,NFO,265.6,NIFTY18JAN2421650CE,4250,2024-01-12 12:37:00+00,261.3,265.35,942400
260.0,NFO,262.5,NIFTY18JAN2421650CE,8500,2024-01-12 12:38:00+00,259.0,261.85,941400
259.1,NFO,262.0,NIFTY18JAN2421650CE,8250,2024-01-12 12:39:00+00,256.05,259.05,941400
258.75,NFO,259.9,NIFTY18JAN2421650CE,3100,2024-01-12 12:40:00+00,257.8,259.1,941400
262.0,NFO,262.0,NIFTY18JAN2421650CE,3750,2024-01-12 12:41:00+00,257.15,258.75,939850
260.75,NFO,261.4,NIFTY18JAN2421650CE,5800,2024-01-12 12:42:00+00,259.55,261.25,939850
261.25,NFO,265.0,NIFTY18JAN2421650CE,6500,2024-01-12 12:43:00+00,258.75,260.75,939850
260.55,NFO,262.5,NIFTY18JAN2421650CE,1700,2024-01-12 12:44:00+00,260.0,261.25,934150
264.4,NFO,265.1,NIFTY18JAN2421650CE,4100,2024-01-12 12:45:00+00,260.9,260.9,934150
264.85,NFO,264.85,NIFTY18JAN2421650CE,5350,2024-01-12 12:46:00+00,262.75,264.4,934150
266.7,NFO,266.7,NIFTY18JAN2421650CE,6600,2024-01-12 12:47:00+00,263.7,264.85,931800
263.85,NFO,265.8,NIFTY18JAN2421650CE,5400,2024-01-12 12:48:00+00,263.0,265.5,931800
270.0,NFO,270.6,NIFTY18JAN2421650CE,9100,2024-01-12 12:49:00+00,265.5,265.5,931800
274.05,NFO,274.05,NIFTY18JAN2421650CE,16650,2024-01-12 12:50:00+00,270.0,270.0,931800
278.95,NFO,279.1,NIFTY18JAN2421650CE,14650,2024-01-12 12:51:00+00,273.0,273.15,931800
281.45,NFO,282.75,NIFTY18JAN2421650CE,14500,2024-01-12 12:52:00+00,276.8,278.95,931800
279.65,NFO,282.7,NIFTY18JAN2421650CE,11250,2024-01-12 12:53:00+00,278.3,281.35,930300
288.5,NFO,290.85,NIFTY18JAN2421650CE,28900,2024-01-12 12:54:00+00,279.9,280.05,930300
300.9,NFO,304.0,NIFTY18JAN2421650CE,46100,2024-01-12 12:55:00+00,285.8,289.5,930300
298.7,NFO,305.25,NIFTY18JAN2421650CE,28550,2024-01-12 12:56:00+00,294.35,303.4,923350
297.35,NFO,300.35,NIFTY18JAN2421650CE,13400,2024-01-12 12:57:00+00,296.5,299.1,923350
291.55,NFO,297.35,NIFTY18JAN2421650CE,21800,2024-01-12 12:58:00+00,290.8,297.35,923350
291.35,NFO,293.0,NIFTY18JAN2421650CE,8950,2024-01-12 12:59:00+00,287.7,290.7,924850
294.5,NFO,297.45,NIFTY18JAN2421650CE,7550,2024-01-12 13:00:00+00,289.4,291.35,924850
294.0,NFO,298.0,NIFTY18JAN2421650CE,12450,2024-01-12 13:01:00+00,292.35,294.5,924850
299.45,NFO,300.95,NIFTY18JAN2421650CE,9450,2024-01-12 13:02:00+00,293.9,294.45,922300
290.65,NFO,299.0,NIFTY18JAN2421650CE,10550,2024-01-12 13:03:00+00,290.0,299.0,922300
290.9,NFO,292.6,NIFTY18JAN2421650CE,14250,2024-01-12 13:04:00+00,287.2,290.65,922300
293.1,NFO,293.1,NIFTY18JAN2421650CE,9950,2024-01-12 13:05:00+00,287.9,290.9,921050
289.35,NFO,294.75,NIFTY18JAN2421650CE,5850,2024-01-12 13:06:00+00,288.65,291.6,921050
287.15,NFO,289.4,NIFTY18JAN2421650CE,6600,2024-01-12 13:07:00+00,285.15,289.4,921050
288.1,NFO,289.6,NIFTY18JAN2421650CE,1700,2024-01-12 13:08:00+00,286.6,287.15,921050
284.0,NFO,289.2,NIFTY18JAN2421650CE,4750,2024-01-12 13:09:00+00,283.6,289.2,922250
288.95,NFO,288.95,NIFTY18JAN2421650CE,7150,2024-01-12 13:10:00+00,283.0,285.3,922250
291.75,NFO,292.95,NIFTY18JAN2421650CE,7700,2024-01-12 13:11:00+00,288.9,288.9,921450
289.5,NFO,293.2,NIFTY18JAN2421650CE,8150,2024-01-12 13:12:00+00,289.5,291.75,921450
289.45,NFO,291.45,NIFTY18JAN2421650CE,1800,2024-01-12 13:13:00+00,289.0,289.5,921450
288.6,NFO,291.0,NIFTY18JAN2421650CE,8250,2024-01-12 13:14:00+00,285.3,290.1,921800
297.0,NFO,298.6,NIFTY18JAN2421650CE,16250,2024-01-12 13:15:00+00,288.6,288.6,921800
291.8,NFO,296.8,NIFTY18JAN2421650CE,9150,2024-01-12 13:16:00+00,291.7,296.8,921800
289.4,NFO,292.05,NIFTY18JAN2421650CE,4300,2024-01-12 13:17:00+00,289.4,291.8,925000
289.25,NFO,289.7,NIFTY18JAN2421650CE,5100,2024-01-12 13:18:00+00,287.9,289.0,925000
284.1,NFO,288.7,NIFTY18JAN2421650CE,8350,2024-01-12 13:19:00+00,282.85,288.7,925000
291.8,NFO,291.8,NIFTY18JAN2421650CE,6500,2024-01-12 13:20:00+00,282.4,284.1,925150
