datetime,open,high,low,close,volume
2023-06-05 18:30:00+00:00,2475.0,2506.95,2425.9,2433.65,6472962
2023-06-06 18:30:00+00:00,2453.0,2466.95,2435.0,2439.55,2521670
2023-06-07 18:30:00+00:00,2450.0,2475.9,2369.05,2429.15,3781362
2023-06-08 18:30:00+00:00,2447.95,2458.9,2428.0,2451.15,1948398
2023-06-11 18:30:00+00:00,2460.0,2505.0,2432.6,2484.8,2804068
2023-06-12 18:30:00+00:00,2499.0,2505.0,2442.2,2462.55,2210971
2023-06-13 18:30:00+00:00,2469.9,2484.8,2452.35,2457.15,1364193
2023-06-14 18:30:00+00:00,2469.0,2527.0,2462.9,2485.65,3743674
2023-06-15 18:30:00+00:00,2499.2,2526.9,2487.4,2509.6,7999749
2023-06-18 18:30:00+00:00,2504.0,2521.6,2350.0,2401.4,11475522
2023-06-19 18:30:00+00:00,2435.0,2435.0,2390.0,2414.8,2479671
2023-06-20 18:30:00+00:00,2426.7,2440.0,2393.1,2405.95,7417938
2023-06-21 18:30:00+00:00,2425.1,2449.95,2360.0,2397.25,8458952
2023-06-22 18:30:00+00:00,2392.3,2392.3,2163.3,2233.55,15212898
2023-06-25 18:30:00+00:00,2210.05,2336.45,2173.05,2295.6,7847190
2023-06-26 18:30:00+00:00,2328.95,2343.85,2271.0,2284.45,3360385
2023-06-27 18:30:00+00:00,2300.0,2418.6,2293.85,2413.0,28350667
2023-06-29 18:30:00+00:00,2437.95,2437.95,2350.0,2388.05,5125497
2023-07-02 18:30:00+00:00,2405.0,2417.85,2373.2,2385.5,2662332
2023-07-03 18:30:00+00:00,2397.0,2414.0,2373.05,2387.7,2308473
2023-07-04 18:30:00+00:00,2391.0,2412.05,2374.0,2399.15,2198108
2023-07-05 18:30:00+00:00,2399.15,2427.6,2390.0,2402.9,2476212
2023-07-06 18:30:00+00:00,2395.0,2409.95,2368.1,2379.6,1823453
2023-07-09 18:30:00+00:00,2392.8,2462.7,2355.0,2410.25,3770531
2023-07-10 18:30:00+00:00,2423.75,2444.95,2388.0,2422.9,2223981
2023-07-11 18:30:00+00:00,2429.9,2432.0,2380.45,2387.9,1445053
2023-07-12 18:30:00+00:00,2397.0,2405.7,2355.55,2364.0,1246520
2023-07-13 18:30:00+00:00,2375.0,2385.0,2340.0,2376.1,1353535
2023-07-16 18:30:00+00:00,2399.9,2459.5,2391.3,2410.0,3089402
2023-07-17 18:30:00+00:00,2415.0,2510.0,2405.2,2416.0,5974717
2023-07-18 18:30:00+00:00,2428.65,2443.0,2416.9,2422.4,1636542
2023-07-19 18:30:00+00:00,2428.95,2433.9,2400.0,2418.0,1563803
2023-07-20 18:30:00+00:00,2410.0,2457.85,2395.3,2416.3,2280296
2023-07-23 18:30:00+00:00,2430.0,2439.0,2412.05,2416.0,1108869
2023-07-24 18:30:00+00:00,2428.0,2478.95,2416.1,2465.1,3010266
2023-07-25 18:30:00+00:00,2472.45,2505.95,2446.35,2467.05,3880417
2023-07-26 18:30:00+00:00,2470.75,2485.0,2415.1,2433.6,2192908
2023-07-26 18:30:00+00:00,2470.75,2485.0,2415.1,2433.6,2192908
2023-07-27 18:30:00+00:00,2437.0,2481.65,2431.1,2459.0,2337101
2023-07-30 18:30:00+00:00,2477.0,2517.85,2467.0,2490.05,3345231
2023-07-27 18:30:00+00:00,2437.0,2481.65,2431.1,2459.0,2337101
2023-07-30 18:30:00+00:00,2477.0,2517.85,2467.0,2490.05,3345231
2023-07-31 18:30:00+00:00,2504.85,2514.0,2455.4,2481.9,1566018
2023-08-01 18:30:00+00:00,2493.0,2514.0,2451.0,2473.2,2498587
2023-07-31 18:30:00+00:00,2504.85,2514.0,2455.4,2481.9,1566018
2023-08-01 18:30:00+00:00,2493.0,2514.0,2451.0,2473.2,2498587
2023-07-31 18:30:00+00:00,2504.85,2514.0,2455.4,2481.9,1566018
2023-08-01 18:30:00+00:00,2493.0,2514.0,2451.0,2473.2,2498587
2023-08-02 18:30:00+00:00,2469.9,2550.0,2462.25,2534.5,4715179
2023-08-03 18:30:00+00:00,2545.3,2557.5,2502.05,2536.15,3286828
2023-08-06 18:30:00+00:00,2550.95,2569.0,2516.4,2552.0,4678400
2023-08-02 18:30:00+00:00,2469.9,2550.0,2462.25,2534.5,4715179
2023-08-03 18:30:00+00:00,2545.3,2557.5,2502.05,2536.15,3286828
2023-08-06 18:30:00+00:00,2550.95,2569.0,2516.4,2552.0,4678400
2023-08-02 18:30:00+00:00,2469.9,2550.0,2462.25,2534.5,4715179
2023-08-03 18:30:00+00:00,2545.3,2557.5,2502.05,2536.15,3286828
2023-08-06 18:30:00+00:00,2550.95,2569.0,2516.4,2552.0,4678400
2023-08-07 18:30:00+00:00,2563.25,2563.25,2461.35,2477.05,6120899
2023-08-08 18:30:00+00:00,2488.35,2516.35,2472.0,2506.0,5773594
2023-08-09 18:30:00+00:00,2510.0,2577.5,2510.0,2549.0,8133814
2023-08-10 18:30:00+00:00,2550.05,2568.0,2518.2,2538.0,7147341
2023-08-13 18:30:00+00:00,2480.0,2483.65,2400.25,2446.95,9764424
2023-08-15 18:30:00+00:00,2450.0,2465.0,2420.0,2442.0,7077012
2023-08-16 18:30:00+00:00,2454.95,2485.7,2445.5,2477.5,7766013
2023-08-17 18:30:00+00:00,2477.5,2664.95,2461.3,2570.95,14674400
2023-08-20 18:30:00+00:00,2588.0,2655.0,2585.05,2636.5,10468742
2023-08-21 18:30:00+00:00,2668.85,2720.0,2664.75,2694.0,10266292
2023-08-22 18:30:00+00:00,2720.0,2721.3,2490.75,2537.0,5230126
2023-08-23 18:30:00+00:00,2580.0,2613.0,2532.0,2544.85,4537566
2023-08-24 18:30:00+00:00,2549.0,2549.0,2487.0,2490.0,2794341
2023-08-27 18:30:00+00:00,2550.0,2580.2,2456.25,2474.0,4432946
2023-08-27 18:30:00+00:00,2550.0,2580.2,2456.25,2474.0,4432946
2023-08-28 18:30:00+00:00,2472.1,2536.65,2446.2,2507.6,4789171
2023-08-30 18:30:00+00:00,2449.95,2486.45,2385.0,2425.0,6132423
2023-08-31 18:30:00+00:00,2381.0,2465.3,2381.0,2449.9,6744650
2023-09-03 18:30:00+00:00,2454.0,2480.0,2450.05,2470.6,5998454
2023-09-04 18:30:00+00:00,2482.0,2501.4,2464.0,2494.05,6489319
2023-09-05 18:30:00+00:00,2494.05,2504.0,2471.0,2496.5,7416248
2023-09-06 18:30:00+00:00,2498.0,2520.0,2485.0,2509.5,4298988
2023-09-07 18:30:00+00:00,2513.8,2538.6,2506.1,2519.3,5640973
2023-09-10 18:30:00+00:00,2565.0,2630.25,2546.0,2614.95,9148241
2023-09-11 18:30:00+00:00,2622.45,2626.6,2530.0,2535.7,5658774
2023-09-12 18:30:00+00:00,2545.7,2566.95,2496.0,2518.9,1780068
2023-09-13 18:30:00+00:00,2541.85,2545.0,2506.05,2519.8,1218481
2023-09-14 18:30:00+00:00,2519.8,2558.0,2514.2,2540.05,1547001
2023-09-17 18:30:00+00:00,2552.0,2555.0,2491.0,2502.45,861677
2023-09-19 18:30:00+00:00,2502.4,2533.65,2458.9,2470.3,1203019
2023-09-20 18:30:00+00:00,2479.8,2503.8,2461.0,2479.25,1279908
2023-09-21 18:30:00+00:00,2489.95,2498.0,2460.0,2464.9,865589
2023-09-21 18:30:00+00:00,2489.95,2498.0,2460.0,2464.9,865589
2023-09-24 18:30:00+00:00,2479.95,2489.0,2424.0,2482.1,1216898
2023-09-25 18:30:00+00:00,2491.0,2499.0,2452.6,2457.95,698863
2023-09-26 18:30:00+00:00,2460.0,2498.0,2445.1,2483.3,1077373
2023-09-27 18:30:00+00:00,2489.95,2511.0,2446.7,2475.25,2225560
2023-09-28 18:30:00+00:00,2462.05,2479.55,2405.05,2413.9,1689201
2023-09-21 18:30:00+00:00,2489.95,2498.0,2460.0,2464.9,865589
2023-10-02 18:30:00+00:00,2418.0,2424.9,2372.0,2387.25,2019899
2023-10-03 18:30:00+00:00,2402.2,2502.75,2392.25,2464.95,2857377
2023-10-04 18:30:00+00:00,2477.95,2486.5,2446.4,2466.35,1132455
2023-10-05 18:30:00+00:00,2466.35,2514.95,2466.05,2478.1,1510035
2023-10-08 18:30:00+00:00,2440.0,2459.7,2411.3,2442.6,1408224
2023-10-09 18:30:00+00:00,2443.0,2517.95,2443.0,2498.3,1771910
2023-10-10 18:30:00+00:00,2533.9,2538.0,2482.5,2488.6,1627836
2023-10-11 18:30:00+00:00,2499.9,2521.75,2490.65,2506.35,1804818
2023-10-12 18:30:00+00:00,2488.9,2495.0,2422.35,2454.55,2278682
2023-10-15 18:30:00+00:00,2454.55,2464.7,2421.85,2429.35,803856
2023-10-16 18:30:00+00:00,2459.95,2462.0,2423.5,2428.4,707543
2023-10-17 18:30:00+00:00,2440.0,2441.75,2401.05,2406.35,776977
2023-10-18 18:30:00+00:00,2400.0,2414.7,2382.55,2402.2,1168822
2023-10-19 18:30:00+00:00,2398.05,2443.95,2382.05,2393.75,1240350
2023-10-22 18:30:00+00:00,2397.8,2412.35,2301.8,2308.65,1483549
2023-10-22 18:30:00+00:00,2397.8,2412.35,2301.8,2308.65,1483549
2023-10-24 18:30:00+00:00,2320.0,2348.05,2235.3,2257.0,1540819
2023-10-25 18:30:00+00:00,2249.0,2249.0,2167.05,2203.2,2226073
2023-10-26 18:30:00+00:00,2222.0,2275.0,2212.0,2261.7,1244293
2023-10-29 18:30:00+00:00,2260.05,2305.0,2250.0,2299.1,996448
2023-10-30 18:30:00+00:00,2320.0,2320.0,2276.0,2294.65,1155280
2023-10-31 18:30:00+00:00,2299.0,2312.25,2207.0,2217.3,1666579
2023-11-01 18:30:00+00:00,2247.0,2297.95,2204.2,2215.3,2340997
2023-11-02 18:30:00+00:00,2215.3,2279.0,2215.0,2229.85,1853300
2023-11-02 18:30:00+00:00,2215.3,2279.0,2215.0,2229.85,1853300
2023-11-06 18:30:00+00:00,2257.0,2260.0,2226.65,2233.35,641554
2023-11-07 18:30:00+00:00,2245.3,2298.0,2235.0,2259.95,1169180
2023-11-08 18:30:00+00:00,2269.0,2272.6,2210.1,2214.65,1267890
2023-11-09 18:30:00+00:00,2220.25,2237.0,2198.5,2205.1,1072597
2023-11-12 18:30:00+00:00,2215.5,2241.9,2195.55,2213.65,853633
2023-11-12 18:30:00+00:00,2215.5,2241.9,2195.55,2213.65,853633
2023-11-14 18:30:00+00:00,2240.0,2250.0,2220.5,2225.4,696475
2023-11-15 18:30:00+00:00,2226.0,2232.8,2196.1,2205.9,1307584
2023-11-16 18:30:00+00:00,2205.9,2237.95,2201.0,2208.8,916518
2023-11-19 18:30:00+00:00,2211.0,2218.5,2142.0,2149.85,1577213
2023-11-20 18:30:00+00:00,2160.0,2232.55,2158.35,2196.65,1839502
2023-11-21 18:30:00+00:00,2205.15,2225.0,2153.5,2172.65,1247205
2023-11-22 18:30:00+00:00,2190.0,2190.0,2160.6,2175.25,729114
2023-11-23 18:30:00+00:00,2179.0,2251.95,2160.9,2225.45,1946259
2023-11-23 18:30:00+00:00,2179.0,2251.95,2160.9,2225.45,1946259
2023-11-27 18:30:00+00:00,2301.0,2512.4,2275.0,2423.5,11972275
2023-11-28 18:30:00+00:00,2468.7,2477.65,2390.0,2396.6,4561574
2023-11-29 18:30:00+00:00,2400.05,2409.0,2343.05,2358.55,2983879
2023-11-30 18:30:00+00:00,2370.0,2403.35,2354.1,2362.7,1792983
2023-12-03 18:30:00+00:00,2549.95,2595.0,2487.45,2531.2,5681516
2023-12-03 18:30:00+00:00,2549.95,2595.0,2487.45,2531.2,5681516
2023-12-05 18:30:00+00:00,3080.0,3154.55,2844.85,2883.95,19355777
2023-12-06 18:30:00+00:00,2900.0,2945.9,2853.05,2887.15,6325887
2023-12-06 18:30:00+00:00,2900.0,2945.9,2853.05,2887.15,6325887
2023-12-10 18:30:00+00:00,2837.05,2919.9,2811.05,2855.8,5064123
2023-12-11 18:30:00+00:00,2869.1,2895.95,2840.55,2857.65,2017772
2023-12-12 18:30:00+00:00,2860.0,2899.1,2805.0,2875.05,2805832
2023-12-13 18:30:00+00:00,2900.95,2932.95,2887.0,2894.05,3224681
2023-12-14 18:30:00+00:00,2912.05,3000.0,2893.9,2991.8,4921484
2023-12-17 18:30:00+00:00,2993.95,3027.75,2961.1,2980.6,2315922
2023-12-18 18:30:00+00:00,2988.8,2994.35,2915.0,2941.25,1741493
2023-12-19 18:30:00+00:00,2946.0,2968.0,2766.2,2783.85,3417739
2023-12-20 18:30:00+00:00,2750.0,2821.95,2725.0,2799.75,2678577
2023-12-21 18:30:00+00:00,2815.95,2847.6,2791.4,2808.35,1513956
2023-12-21 18:30:00+00:00,2815.95,2847.6,2791.4,2808.35,1513956
2023-12-25 18:30:00+00:00,2817.0,2893.75,2800.1,2865.45,2048484
2023-12-26 18:30:00+00:00,2880.7,2894.8,2833.6,2843.35,1698325
2023-12-27 18:30:00+00:00,2855.0,2867.35,2800.1,2809.9,4102912
2023-12-28 18:30:00+00:00,2823.9,2863.3,2802.85,2848.95,1507086
2023-12-31 18:30:00+00:00,2852.3,2947.0,2842.05,2917.2,2898619
2024-01-01 18:30:00+00:00,2922.0,2948.2,2841.0,2932.4,2671368
2024-01-02 18:30:00+00:00,3047.0,3199.0,2955.6,3003.0,19725411
2024-01-03 18:30:00+00:00,3039.4,3044.45,2990.0,2998.3,2975620
2024-01-03 18:30:00+00:00,3039.4,3044.45,2990.0,2998.3,2975620
2024-01-07 18:30:00+00:00,3020.0,3027.0,2952.95,2963.5,1849061
2024-01-07 18:30:00+00:00,3020.0,3027.0,2952.95,2963.5,1849061
2024-01-09 18:30:00+00:00,3024.0,3112.0,3020.05,3098.2,3590297
2024-01-10 18:30:00+00:00,3120.0,3129.0,3065.0,3080.9,2008103
2024-01-11 18:30:00+00:00,3096.35,3125.0,3068.2,3104.1,1795933
2024-01-14 18:30:00+00:00,3127.0,3130.0,3067.45,3089.5,1407007
2024-01-15 18:30:00+00:00,3095.0,3104.5,3035.0,3056.5,2515564
2024-01-16 18:30:00+00:00,3033.0,3045.0,2946.3,2971.05,2897218
2024-01-17 18:30:00+00:00,2975.55,2985.0,2885.1,2918.9,2552342
2024-01-18 18:30:00+00:00,2945.35,2949.45,2903.05,2915.65,2014096
2024-01-18 18:30:00+00:00,2945.35,2949.45,2903.05,2915.65,2014096
2024-01-22 18:30:00+00:00,3014.95,3014.95,2885.5,2896.55,1827002
2024-01-23 18:30:00+00:00,2901.0,2929.1,2871.25,2903.45,5807940
2024-01-24 18:30:00+00:00,2903.45,2926.35,2804.4,2893.6,2601969
2024-01-24 18:30:00+00:00,2903.45,2926.35,2804.4,2893.6,2601969
2024-01-28 18:30:00+00:00,2929.0,3092.7,2923.05,3064.65,4402976
2024-01-29 18:30:00+00:00,3081.0,3129.9,3020.9,3091.1,3115506
2024-01-30 18:30:00+00:00,3092.75,3151.7,3072.4,3142.0,2671051
2024-01-31 18:30:00+00:00,3156.9,3236.95,3083.05,3153.5,4686595
2024-02-01 18:30:00+00:00,3184.95,3208.5,3140.0,3157.45,2708695
2024-02-04 18:30:00+00:00,3170.0,3229.4,3151.45,3173.45,2191195
2024-02-05 18:30:00+00:00,3183.9,3228.2,3160.0,3203.75,2078891
2024-02-06 18:30:00+00:00,3220.05,3277.95,3210.0,3229.85,2095911
2024-02-07 18:30:00+00:00,3245.6,3245.6,3146.1,3168.6,1679004
2024-02-07 18:30:00+00:00,3245.6,3245.6,3146.1,3168.6,1679004
2024-02-11 18:30:00+00:00,3229.0,3241.95,3160.0,3169.75,1083138
2024-02-12 18:30:00+00:00,3180.0,3194.0,3092.05,3178.45,1225207
2024-02-13 18:30:00+00:00,3184.0,3255.25,3169.85,3207.2,1741264
2024-02-14 18:30:00+00:00,3219.85,3252.75,3184.05,3193.8,2035204
2024-02-15 18:30:00+00:00,3214.0,3252.3,3192.65,3223.6,2193673
2024-02-18 18:30:00+00:00,3240.0,3308.6,3235.8,3258.8,1779444
2024-02-19 18:30:00+00:00,3267.0,3269.8,3210.15,3228.6,1467630
2024-02-20 18:30:00+00:00,3238.0,3300.0,3205.0,3223.2,1657021
2024-02-21 18:30:00+00:00,3239.0,3274.0,3210.5,3263.05,1138722
2024-02-22 18:30:00+00:00,3263.05,3319.95,3225.1,3273.3,1975035
2024-02-25 18:30:00+00:00,3272.0,3344.0,3263.0,3327.75,1695378
2024-02-26 18:30:00+00:00,3339.0,3340.0,3273.0,3302.3,1125570
2024-02-27 18:30:00+00:00,3309.2,3318.8,3207.5,3219.0,1358879
2024-02-28 18:30:00+00:00,3220.05,3304.75,3205.35,3285.4,1352988
2024-02-29 18:30:00+00:00,3309.85,3346.0,3281.8,3318.75,1161067
2024-03-03 18:30:00+00:00,3335.0,3350.0,3310.05,3317.15,1061244
2024-03-04 18:30:00+00:00,3325.3,3334.0,3295.05,3310.2,1190416
2024-03-05 18:30:00+00:00,3323.0,3323.0,3183.15,3233.95,1935203
2024-03-06 18:30:00+00:00,3240.0,3262.0,3220.0,3226.55,856328
2024-03-06 18:30:00+00:00,3240.0,3262.0,3220.0,3226.55,856328
2024-03-10 18:30:00+00:00,3241.2,3259.0,3200.0,3207.35,738851
2024-03-11 18:30:00+00:00,3207.35,3222.7,3111.0,3122.5,1199487
2024-03-12 18:30:00+00:00,3125.0,3138.05,2850.15,2906.2,3407040
2024-03-13 18:30:00+00:00,2927.45,3101.2,2880.0,3087.45,3759100
2024-03-14 18:30:00+00:00,3111.0,3143.4,3061.25,3132.2,2199094
2024-03-17 18:30:00+00:00,3050.1,3124.0,2976.05,3111.75,3042515
2024-03-18 18:30:00+00:00,3126.0,3164.8,3041.85,3052.7,1460452
2024-03-19 18:30:00+00:00,3075.0,3083.2,3021.1,3051.45,966481
2024-03-21 18:30:00+00:00,3066.55,3128.95,3048.05,3107.7,951557
2024-03-25 18:30:00+00:00,3100.5,3171.95,3089.1,3109.95,937103
2024-03-26 18:30:00+00:00,3115.0,3138.45,3106.25,3122.1,900231
2024-03-27 18:30:00+00:00,3134.0,3237.0,3096.75,3197.1,2327053
2024-04-01 18:30:00+00:00,3258.95,3285.0,3240.0,3268.75,868829
2024-04-02 18:30:00+00:00,3250.0,3260.15,3222.0,3233.45,1153109
2024-04-03 18:30:00+00:00,3250.0,3273.0,3201.7,3210.8,1403826
2024-04-04 18:30:00+00:00,3211.1,3234.0,3178.95,3224.8,755607
