lasttradetime,open,high,low,close,volume
2024-04-05 15:30:00,31.70527514517307,33.1104532122612,31.901874582469464,31.452136200666427,8095037.785983086
2024-04-05 15:31:00,28.948565274104475,26.02180540561676,26.605414141342045,22.45692848339677,7894534.911185503
2024-04-05 15:32:00,20.417038669809696,16.64292303323746,19.306001551076772,14.0285867318511,7707489.971098304
2024-04-05 15:33:00,13.83988448344171,9.013542747497562,12.891602082177998,6.1358074009418475,7543187.685716152
2024-04-05 15:34:00,7.333446668088435,2.0180644035339386,6.9652647092938444,-0.6213046573102493,7385350.696986914
2024-04-05 15:35:00,1.4128064855933185,-3.882235097885128,1.5614351361989998,-6.238266479223969,7233533.5932433605
2024-04-05 15:36:00,-3.6760538533329967,-8.644149875640865,-2.987413102388379,-10.588977407664064,7084339.541566372
2024-04-05 15:37:00,-7.743375843763351,-12.270733928680416,-6.583702158927915,-13.763908654451374,6935808.730620146
2024-04-05 15:38:00,-10.859256227314471,-14.933540487289424,-9.271003048121926,-15.92395176291466,6787733.735117316
2024-04-05 15:39:00,-13.076479433476925,-16.760419368743893,-11.137444029748437,-17.26059902906418,6641205.000847578
2024-04-05 15:40:00,-14.529663613438606,-17.91684756278991,-12.317490111291406,-17.96529749333859,6497509.3448758125
2024-04-05 15:41:00,-15.354029224812983,-18.535787820816033,-12.960255037248132,-18.209017381072048,6357951.140639186
2024-04-05 15:42:00,-15.700685888528824,-18.745889186859124,-13.209476524591443,-18.130538895726207,6223505.742153525
2024-04-05 15:43:00,-15.699609199166296,-18.648743438720697,-13.186412669718262,-17.834024390578275,6094773.31725657
2024-04-05 15:44:00,-15.45945950001478,-18.325728797912593,-12.986695659160612,-17.392511034011843,5971988.6011481285
2024-04-05 15:45:00,-15.0648688390851,-17.841953134536737,-12.677067561447616,-16.853948435187345,5855109.978723526
2024-04-05 15:46:00,-14.579617735743522,-17.25304474830627,-12.297240228950974,-16.24735340178013,5743920.271155238
2024-04-05 15:47:00,-14.03962603956461,-16.593899679183956,-11.868717771768567,-15.590061479806904,5638130.77365458
2024-04-05 15:48:00,-13.465633346140384,-15.88872761726379,-11.401866328716276,-14.893029841780665,5537444.97860074
2024-04-05 15:49:00,-12.866434395313263,-15.152359247207636,-10.900191305577751,-14.164212819933894,5441594.013403356
2024-04-05 15:50:00,-12.249342146515845,-14.400355672836298,-10.363724862039087,-13.410840657353404,5350358.748526871
2024-04-05 15:51:00,-11.612368455529213,-13.63654894828796,-9.794385859370228,-12.640803796052936,5263555.81741631
2024-04-05 15:52:00,-10.958087782561778,-12.866872406005855,-9.19690713137388,-11.862610283493998,5181024.286659062
2024-04-05 15:53:00,-10.286430835723877,-12.091675376892086,-8.57869076579809,-11.085013079643252,5102611.025674641
2024-04-05 15:54:00,-9.607652814686299,-11.322168207168575,-7.946752934157845,-10.315820101648573,5028153.150342405
2024-04-05 15:55:00,-8.930191339552403,-10.567729902267452,-7.307177177071568,-9.561473613232376,4957470.54528743
2024-04-05 15:56:00,-8.250304648280144,-9.81876444816589,-6.671310503780839,-8.8276678301394,4890368.789942563
2024-04-05 15:57:00,-7.581557960808277,-9.086683320999141,-6.046254844963547,-8.11781555488706,4826634.932014346
2024-04-05 15:58:00,-6.927868933975697,-8.374736356735225,-5.435328008234498,-7.43325848206878,4766055.368973315
2024-04-05 15:59:00,-6.300963887572289,-7.696573925018306,-4.838562153279779,-6.773890127986672,4708405.444277823
2024-04-05 16:00:00,-5.684244748950005,-7.029134893417354,-4.262453536689279,-6.1397264651954195,4653484.23500061
2024-04-05 16:01:00,-5.085546831786632,-6.377669811248775,-3.7096338927745793,-5.529580200463536,4601087.892152369
2024-04-05 16:02:00,-4.514309823513031,-5.757242250442501,-3.1735426455736135,-4.940874428302052,4551040.85201025
2024-04-05 16:03:00,-3.9603797972202304,-5.157097053527828,-2.653520521521566,-4.372022541612389,4503176.003919542
2024-04-05 16:04:00,-3.424428351223469,-4.57677373886108,-2.14992127716541,-3.821661549061539,4457341.192653775
2024-04-05 16:05:00,-2.9060344040393833,-4.016584587097165,-1.660756371915338,-3.288487025350334,4413408.971954882
2024-04-05 16:06:00,-2.401728031039238,-3.472634029388424,-1.185607729852197,-2.7716204799711726,4371260.673750937
2024-04-05 16:07:00,-1.9078847333788875,-2.9394809722900352,-0.7255044609308218,-2.2705774120986484,4330791.610044241
2024-04-05 16:08:00,-1.4313484176993374,-2.4263403415679896,-0.2776808321475958,-1.7843834958970568,4291901.319371164
2024-04-05 16:09:00,-0.9629832148551944,-1.9220864772796595,0.15663036853075268,-1.3128044672310373,4254506.571522355
2024-04-05 16:10:00,-0.5093292132020001,-1.4338012695312465,0.5782974526286149,-0.8550576709210892,4218512.432040274
2024-04-05 16:11:00,-0.1021913900971417,-1.0092583656311,1.0027838692069078,-0.40894954279065326,4183823.9664673805
2024-04-05 16:12:00,0.3359785392880435,-0.5455692291259732,1.4063182502985023,0.02205919697880556,4150407.3625311255
2024-04-05 16:13:00,0.7488462686538692,-0.10276584625243802,1.792277362942698,0.439501913636921,4118158.582469821
2024-04-05 16:14:00,1.151858559250831,0.3273028373718295,2.168727928400042,0.8444647409021836,4087054.8680230975
2024-04-05 16:15:00,1.5576958268880838,0.7660306930542025,2.5278390631079697,1.236771980673073,4057022.0922857523
2024-04-05 16:16:00,1.9331832468509669,1.1691426753997836,2.880695138871672,1.6188621096312983,4027986.1283525825
2024-04-05 16:17:00,2.299561448395252,1.558180856704715,3.227998308837416,1.991091848164795,3999908.28718096
2024-04-05 16:18:00,2.660049839317798,1.9424766063690218,3.564265346527102,2.35350378975272,3972728.7470579147
2024-04-05 16:19:00,3.0140567734837527,2.322172832489017,3.889758889377119,2.7066969051957113,3946420.5231890082
2024-04-05 16:20:00,3.3545198082923884,2.6861332893371612,4.208911614120009,3.0516934379935248,3920940.0497615337
2024-04-05 16:21:00,3.6839281216263764,3.035289525985721,4.5233475849032425,3.388876729458569,3896250.26332289
2024-04-05 16:22:00,4.011294989287853,3.383186054229739,4.829036121070387,3.717778251320122,3872318.3269545436
2024-04-05 16:23:00,4.332095117866992,3.7256044387817413,5.125794984400274,4.038645578175782,3849111.4037379622
2024-04-05 16:24:00,4.6444522961974135,4.058728504180912,5.415800313651564,4.351803485304115,3826605.10982275
2024-04-05 16:25:00,4.949960237741469,4.384156703948977,5.699062828719618,4.6574409812688815,3804764.007346332
2024-04-05 16:26:00,5.246518865227698,4.699332571029666,5.976225723326208,4.955856220424174,3783556.8849802017
2024-04-05 16:27:00,5.54678194373846,5.02236309051514,6.242486484348776,5.246625930070875,3762969.437532127
2024-04-05 16:28:00,5.827931120991706,5.3229835033416775,6.505327598750593,5.531427228450774,3742957.44895339
2024-04-05 16:29:00,6.107246728241443,5.620354080200198,6.7631946817040465,5.809858139604328,3723514.0917658806
