lasttradetime,open,high,low,close,volume
2024-04-09 15:30:00,39.79802418351173,40.53278017640114,38.95658747125417,39.59501512385905,8712247.65932262
2024-04-09 15:31:00,39.294468028470874,39.926127368211745,38.65453498959541,39.123818770982325,8710966.044145823
2024-04-09 15:32:00,38.954275498539204,39.61020586490631,38.317139012925324,38.793207520246504,8710957.591077685
2024-04-09 15:33:00,38.573627831600604,39.144001281261446,37.94507556464523,38.31875942144543,8704972.81883657
2024-04-09 15:34:00,38.20767537541687,38.687992793321605,37.55531021915376,37.841926753334704,8701116.26905799
2024-04-09 15:35:00,37.74901703353971,38.199186235666275,37.112487421557304,37.375222681462766,8697512.661087513
2024-04-09 15:36:00,37.26991358660161,37.70582580566406,36.667416125908495,36.91451164521277,8692540.306314826
2024-04-09 15:37:00,36.79821904171258,37.22710220813751,36.23000285550952,36.46484829261899,8688031.569817662
2024-04-09 15:38:00,36.3382161706686,36.757445335388184,35.800689806044105,36.01955742686987,8683130.741006136
2024-04-09 15:39:00,35.89010019004345,36.29487696886063,35.37831386886537,35.57693930193782,8677737.033298612
2024-04-09 15:40:00,35.4469279192388,35.83574236631394,34.959144520387056,35.1366425216198,8672215.229097009
2024-04-09 15:41:00,35.00605960376561,35.37888635396958,34.5423295289278,34.69914493151009,8666367.65665412
2024-04-09 15:42:00,34.56721940860152,34.92479323148727,34.12810875214636,34.265040178224446,8660232.029658556
2024-04-09 15:43:00,34.130915030092,34.473828208446506,33.71690026596188,33.834400138258935,8653853.864631057
2024-04-09 15:44:00,33.69791400916874,34.02632209062576,33.30906452685595,33.40724610835314,8647194.147410989
2024-04-09 15:45:00,33.268410896137354,33.58230531215668,32.9046578142792,32.98346761167049,8640269.133898616
2024-04-09 15:46:00,32.84235372208059,33.14166275262833,32.503601069003345,32.5629914406687,8633079.474329948
2024-04-09 15:47:00,32.41963055394589,32.70433619022369,32.105804511904715,32.14577233977616,8625621.917524934
2024-04-09 15:48:00,32.0001481141895,32.27027004957199,31.71120918355882,31.73180897794664,8617905.56678772
2024-04-09 15:49:00,31.583849103748797,31.83944845199585,31.319790964201093,31.321080058440568,8609927.170938253
2024-04-09 15:50:00,31.170745515450832,31.411858165264128,30.931536453962327,30.913572270795704,8601688.030448556
2024-04-09 15:51:00,30.760817361250517,30.98747272491455,30.546421533077957,30.50926431827247,8593198.549094796
2024-04-09 15:52:00,30.35404332056641,30.56630403995514,30.16443146169186,30.108130910992625,8584453.52498889
2024-04-09 15:53:00,29.950407402962444,30.14830447435379,29.785542120039462,29.71014010384679,8575455.559074879
2024-04-09 15:54:00,29.54988429024815,29.733456826210023,29.409697228670122,29.315267938002943,8566211.153712869
2024-04-09 15:55:00,29.152434006333348,29.321730661392213,29.036887407675387,28.923487792536616,8556715.757250786
2024-04-09 15:56:00,28.758036563172933,28.913094222545624,28.667085857316852,28.534767722338437,8546981.72417283
2024-04-09 15:57:00,28.366666642576455,28.507550156116487,28.30024835802615,28.149073120206594,8537001.251646876
2024-04-09 15:58:00,27.97829626128077,28.105038917064668,27.936341410130265,27.7663880135864,8526785.393685102
2024-04-09 15:59:00,27.592886775732037,27.7055446267128,27.575346253812313,27.38667912632227,8516330.248871446
2024-04-09 16:00:00,27.210419530421493,27.309042143821717,27.21723608933389,27.009914513304828,8505640.36885798
2024-04-09 16:01:00,26.830850551649924,26.915506327152254,26.861962677165867,26.636068884655835,8494722.25600481
2024-04-09 16:02:00,26.454178506880996,26.52488821744919,26.50949921756983,26.265099646896125,8483571.358659863
2024-04-09 16:03:00,26.080350094661114,26.1371759057045,26.15981623083353,25.89696953073144,8472198.730835319
2024-04-09 16:04:00,25.709328003972768,25.75233498811722,25.812862797454,25.53166389465332,8460599.820879102
2024-04-09 16:05:00,25.341084251552818,25.370320475101472,25.468612117692828,25.16914014518261,8448779.180443287
2024-04-09 16:06:00,24.975582858920095,24.991121780872344,25.127049451693892,24.80935568884015,8436742.011415958
2024-04-09 16:07:00,24.61280250549316,24.614693915843965,24.7881158400327,24.4523025393486,8424487.663561106
2024-04-09 16:08:00,24.252713875472544,24.240999829769134,24.4518086027354,24.097922130674124,8412016.78711474
