lasttradetime,open,high,low,close,tradedqty
2024-04-02 10:49:00,40.624107,41.503784,39.86294,41.043938,2003056.9
2024-04-02 10:50:00,40.400696,41.483215,40.15343,41.530018,2005363.2
2024-04-02 10:51:00,41.235394,42.050133,40.428413,41.564827,2005406.4
2024-04-02 10:52:00,41.55571,42.269432,40.53211,41.541615,2006623.5
2024-04-02 10:53:00,41.166897,42.028614,40.324486,41.49407,2007047.8
2024-04-02 10:54:00,40.9561,42.56432,40.785896,42.626278,2007282.5
2024-04-02 10:55:00,42.3006,43.20948,41.46971,42.68357,2006581.1
2024-04-02 10:56:00,42.17884,43.13473,41.46495,42.706535,2005747.2
2024-04-02 10:57:00,42.340218,43.215057,41.483356,42.68004,2005256.0
2024-04-02 10:58:00,42.500565,43.08072,41.676754,42.605976,2005620.1
2024-04-02 10:59:00,42.200775,43.07316,41.373287,42.563156,2004730.0
2024-04-02 11:00:00,42.405018,45.52035,41.855312,44.985104,2003287.8
2024-04-02 11:01:00,44.746597,45.821354,43.69684,45.05459,2004292.0
2024-04-02 11:02:00,45.159252,50.60217,44.93653,49.970036,1996259.6
2024-04-02 11:03:00,49.658535,51.16169,48.25591,49.94097,1994399.6
2024-04-02 11:04:00,50.091774,52.185158,48.962296,51.05483,1990583.2
2024-04-02 11:05:00,50.49986,52.061966,49.04348,50.807045,1988119.2
2024-04-02 11:06:00,51.091038,51.861076,49.595,50.673637,1988865.6
2024-04-02 11:07:00,50.17096,51.713787,48.768265,50.55241,1986328.6
2024-04-02 11:08:00,49.93955,53.865337,50.02574,53.940067,1960777.6
2024-04-02 11:09:00,53.766,55.451195,52.155373,54.078545,1940897.9
2024-04-02 11:10:00,53.49827,54.467113,51.034363,52.275803,1928082.8
2024-04-02 11:11:00,51.846794,53.529026,50.166264,52.137215,1922156.1
2024-04-02 11:12:00,52.737663,54.23502,52.210445,54.021538,1919276.0
2024-04-02 11:13:00,53.61139,55.20513,52.07097,53.901947,1909760.1
2024-04-02 11:14:00,53.33464,54.111607,52.58309,53.703598,1901154.5
2024-04-02 11:15:00,53.45604,54.891666,52.017643,53.70986,1890886.1
2024-04-02 11:16:00,53.8009,54.545353,52.29544,53.3791,1887481.6
2024-04-02 11:17:00,53.090107,54.50882,51.679356,53.360462,1882538.6
2024-04-02 11:18:00,52.893723,53.309563,51.462826,52.37081,1881804.2
2024-04-02 11:19:00,52.281254,53.455208,50.87463,52.424038,1880012.1
2024-04-02 11:20:00,52.52825,55.067745,51.830452,54.508778,1878013.9
2024-04-02 11:21:00,54.321716,55.696896,52.900223,54.53841,1875004.6
2024-04-02 11:22:00,54.250275,55.37716,53.617706,55.011806,1873863.1
2024-04-02 11:23:00,54.78734,56.021404,53.43401,54.942696,1870533.2
2024-04-02 11:24:00,54.784576,55.76762,53.384327,54.68349,1870814.1
2024-04-02 11:25:00,54.56588,55.7694,53.17243,54.682526,1870280.5
2024-04-02 11:26:00,54.41022,55.102272,51.496902,52.60439,1870845.4
2024-04-02 11:27:00,52.46193,53.73646,50.990356,52.641163,1876126.8
2024-04-02 11:28:00,52.663994,54.3131,51.535694,53.50641,1876806.8
2024-04-02 11:29:00,53.175747,54.534126,51.830227,53.48437,1876520.1
2024-04-02 11:30:00,53.090076,53.32389,50.243694,50.932777,1876721.6
2024-04-02 11:31:00,50.689224,51.984566,49.287224,50.943783,1880831.4
2024-04-02 11:32:00,51.089676,51.490963,47.818783,48.73606,1883679.1
2024-04-02 11:33:00,48.3943,49.748596,46.985863,48.72119,1890415.2
